script,offset,length,string,term_hit
medium_update_thread_z.wsc,54379,21,dlc_cri_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54406,23,dlc_dix_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54435,21,dlc_dix_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54462,23,dlc_elm_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54491,21,dlc_elm_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54518,23,dlc_esc_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54547,21,dlc_esc_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54574,23,dlc_frb_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54603,21,dlc_frb_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54630,23,dlc_gap_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54659,21,dlc_gap_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54686,23,dlc_hen_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54715,21,dlc_hen_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54742,23,dlc_lsh_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54771,21,dlc_lsh_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54798,23,dlc_mtp_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54827,21,dlc_mtp_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54854,23,dlc_nos_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54883,21,dlc_nos_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54910,23,dlc_pik_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54939,21,dlc_pik_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,54966,23,dlc_pln_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,54995,21,dlc_pln_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55022,23,dlc_ram_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55051,21,dlc_ram_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55078,23,dlc_rat_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55107,21,dlc_rat_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55134,23,dlc_rwf_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55163,21,dlc_rwf_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55190,23,dlc_sol_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55219,21,dlc_sol_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55246,23,dlc_tes_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55275,21,dlc_tes_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55302,23,dlc_thi_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55331,21,dlc_thi_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55358,23,dlc_tor_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55387,21,dlc_tor_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55414,23,dlc_twr_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55443,21,dlc_twr_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55470,23,dlc_upr_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55499,21,dlc_upr_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55526,23,dlc_ven_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55555,21,dlc_ven_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55582,23,dlc_war_zombieDebris01x,"zombie,debris"
medium_update_thread_z.wsc,55611,21,dlc_war_zombieFire01x,"zombie,fire"
medium_update_thread_z.wsc,55638,20,dlc_blk_flagsTorn01x,"blk,flags"
medium_update_thread_z.wsc,55664,20,dlc_hen_flagsTorn01x,flags
medium_update_thread_z.wsc,55690,28,dlc_arm_generalStoreProps01x,generalstore
medium_update_thread_z.wsc,55724,24,arm_generalStoreProps01x,generalstore
medium_update_thread_z.wsc,55754,24,dlc_arm_saloon01props01x,saloon
medium_update_thread_z.wsc,55784,20,arm_saloon01props01x,saloon
medium_update_thread_z.wsc,60283,20,rsdROAD_thi_blk_road,blk
medium_update_thread_z.wsc,60311,34,rsdROAD_thi_blk_roaddetachedCurve2,blk
medium_update_thread_z.wsc,60461,20,rsdROAD_thi_blk_road,blk
medium_update_thread_z.wsc,60489,34,rsdROAD_thi_blk_roaddetachedCurve2,blk
medium_update_thread_z.wsc,61251,11,morningStar,"morning,morningstar,star"
medium_update_thread_z.wsc,61268,19,blk_barge01Props01x,blk
medium_update_thread_z.wsc,61293,12,blk_barge01x,blk
medium_update_thread_z.wsc,61311,24,blk_theatre_int_Props01x,"blk,theatre"
medium_update_thread_z.wsc,61341,19,blk_theatre_int_01x,"blk,theatre"
medium_update_thread_z.wsc,61366,27,dlc_blk_bank01_int_Props02x,"blk,bank"
medium_update_thread_z.wsc,61399,23,blk_bank01_int_Props02x,"blk,bank"
medium_update_thread_z.wsc,61428,16,blk_bank_int_02x,"blk,bank"
medium_update_thread_z.wsc,61450,22,blk_bank_int_shade_02x,"blk,bank"
medium_update_thread_z.wsc,61478,27,blk_cityHall01_int_Props01x,"blk,cityhall"
medium_update_thread_z.wsc,61511,20,blk_cityHall_int_01x,"blk,cityhall"
medium_update_thread_z.wsc,61537,32,blk_policeStation01_int_props02x,"blk,police"
medium_update_thread_z.wsc,61575,25,blk_policeStation_int_02x,"blk,police"
medium_update_thread_z.wsc,61606,32,blk_policeStation01_int_props01x,"blk,police"
medium_update_thread_z.wsc,61644,25,blk_policeStation_int_01x,"blk,police"
medium_update_thread_z.wsc,61675,31,blk_policeStation_int_shades01x,"blk,police"
medium_update_thread_z.wsc,61712,27,blk_blacksmith_int_Props01x,"black,blk"
medium_update_thread_z.wsc,61745,22,blk_blacksmith_int_01x,"black,blk"
medium_update_thread_z.wsc,61773,23,blk_church_int_Props01x,"blk,church"
medium_update_thread_z.wsc,61802,18,blk_church_int_01x,"blk,church"
medium_update_thread_z.wsc,61826,30,blk_doctorsOffice_int_Props01x,blk
medium_update_thread_z.wsc,61862,25,blk_doctorsOffice_int_01x,blk
medium_update_thread_z.wsc,61893,33,blk_freightstation01_int_Props01x,"blk,freight"
medium_update_thread_z.wsc,61932,26,blk_freightstation_int_01x,"blk,freight"
medium_update_thread_z.wsc,61964,29,blk_generalStore_int_Props01x,"blk,generalstore"
medium_update_thread_z.wsc,61999,29,blk_generalStore_int_Props02x,"blk,generalstore"
medium_update_thread_z.wsc,62034,24,blk_generalStore_int_01x,"blk,generalstore"
medium_update_thread_z.wsc,62064,25,blk_tailor01_int_Props01x,"blk,tailor"
medium_update_thread_z.wsc,62095,18,blk_tailor_int_01x,"blk,tailor"
medium_update_thread_z.wsc,62119,29,blk_trainstation_int_Props01x,"blk,trainstation"
medium_update_thread_z.wsc,62154,24,blk_trainstation_int_01x,"blk,trainstation"
medium_update_thread_z.wsc,62184,24,blk_gunshop_int_Props01x,"blk,gunshop"
medium_update_thread_z.wsc,62214,19,blk_gunshop_int_01x,"blk,gunshop"
medium_update_thread_z.wsc,62239,25,blk_theatre_int_shade_01x,"blk,theatre"
medium_update_thread_z.wsc,62270,30,blk_generalStore_int_shade_01x,"blk,generalstore"
medium_update_thread_z.wsc,62306,24,blk_tailor_int_shade_01x,"blk,tailor"
medium_update_thread_z.wsc,62336,31,blk_doctorsOffice_int_shade_01x,blk
medium_update_thread_z.wsc,62373,27,blk_forgeMill_int_shade_01x,blk
medium_update_thread_z.wsc,62406,25,blk_sawMill_int_shade_01x,blk
medium_update_thread_z.wsc,62437,32,blk_freightstation_int_shade_01x,"blk,freight"
medium_update_thread_z.wsc,62475,28,blk_blacksmith_int_shade_01x,"black,blk"
medium_update_thread_z.wsc,62509,26,blk_cityHall_int_shade_01x,"blk,cityhall"
medium_update_thread_z.wsc,62541,22,blk_bank_int_shade_01x,"blk,bank"
medium_update_thread_z.wsc,62569,29,mor_morningStar_int_shade_01x,"morning,morningstar,star,mor_"
medium_update_thread_z.wsc,62604,25,blk_gunshop_int_shade_01x,"blk,gunshop"
medium_update_thread_z.wsc,62635,23,blk_saloon_int_Props01x,"blk,saloon"
medium_update_thread_z.wsc,62664,18,blk_saloon_int_01x,"blk,saloon"
medium_update_thread_z.wsc,62688,23,dlc_blk_hotel01Props01x,"blk,hotel"
medium_update_thread_z.wsc,62717,19,blk_hotel01Props01x,"blk,hotel"
medium_update_thread_z.wsc,62742,29,dlc_blk_tailor01_int_Props01x,"blk,tailor"
medium_update_thread_z.wsc,62777,25,blk_tailor01_int_Props01x,"blk,tailor"
medium_update_thread_z.wsc,62808,24,blk_hotel01_int_Props01x,"blk,hotel"
medium_update_thread_z.wsc,62838,17,blk_hotel_int_01x,"blk,hotel"
medium_update_thread_z.wsc,62861,23,blk_hotel_int_shade_01x,"blk,hotel"
medium_update_thread_z.wsc,62890,29,blk_trainstation_int_Props01x,"blk,trainstation"
medium_update_thread_z.wsc,62925,24,blk_trainstation_int_01x,"blk,trainstation"
medium_update_thread_z.wsc,62955,30,mor_morningStar01_int_Props01x,"morning,morningstar,star,mor_"
medium_update_thread_z.wsc,62991,23,mor_morningStar_int_01x,"morning,morningstar,star,mor_"
medium_update_thread_z.wsc,63020,29,mor_morningStar_int_shade_01x,"morning,morningstar,star,mor_"
medium_update_thread_z.wsc,63487,21,dlc_esc_zombieCave02x,zombie
medium_update_thread_z.wsc,63563,21,dlc_esc_zombieCave01x,zombie
medium_update_thread_z.wsc,63590,28,dlc_esc_zombieCave01Props01x,zombie
medium_update_thread_z.wsc,63624,28,dlc_esc_zombieCave01Props02x,zombie
medium_update_thread_z.wsc,63658,28,dlc_esc_zombieCave01Props03x,zombie
medium_update_thread_z.wsc,68536,7,enabled,enable
medium_update_thread_z.wsc,69014,15,tut_zombie_fast,zombie
medium_update_thread_z.wsc,69092,18,tut_zombie_bruiser,zombie
medium_update_thread_z.wsc,69173,16,tut_zombie_toxic,zombie
medium_update_thread_z.wsc,69604,22,tut_weapon_zombie_bait,zombie
medium_update_thread_z.wsc,70073,24,tut_ambient_zombie_horse,zombie
medium_update_thread_z.wsc,71897,28,tut_zombie02_talktosurvivors,zombie
medium_update_thread_z.wsc,72082,15,tut_zombie_john,zombie
medium_update_thread_z.wsc,72164,18,tut_zombie_grapple,zombie
short_update_thread.wsc,7850,6,Zombie,zombie
short_update_thread.wsc,8038,6,Zombie,zombie
short_update_thread.wsc,14119,6,Zombie,zombie
short_update_thread.wsc,14868,6,Zombie,zombie
short_update_thread.wsc,14904,20,blood_zombie_explode,zombie
short_update_thread.wsc,35049,5,start,star
short_update_thread.wsc,35131,5,start,star
short_update_thread.wsc,40418,18,RCM_Quest_Disabled,disable
short_update_thread.wsc,45848,10,DEED_START,star
short_update_thread.wsc,53025,5,Start,star
short_update_thread.wsc,54385,7,Started,star
short_update_thread.wsc,69330,19,FireBottleExplosion,fire
short_update_thread.wsc,69367,19,FireBottleExplosion,fire
short_update_thread.wsc,69764,19,FireBottleExplosion,fire
short_update_thread.wsc,69827,19,FireBottleExplosion,fire
short_update_thread.wsc,81125,15,armv_saloon_set,saloon
short_update_thread.wsc,81209,11,ratv_saloon,saloon
short_update_thread.wsc,81261,15,thiv_saloon_set,saloon
short_update_thread.wsc,81516,15,blkv_saloon_set,"blk,saloon"
short_update_thread_z.wsc,829,10,bStartedGY,star
short_update_thread_z.wsc,3447,19,fZombieExecutedTime,zombie
short_update_thread_z.wsc,3481,19,fZombieExecutedTime,zombie
short_update_thread_z.wsc,3529,19,fZombieExecutedTime,zombie
short_update_thread_z.wsc,3839,20,ToxicZombieExplosion,zombie
short_update_thread_z.wsc,3869,29,ZOMBIE_TOXIC_EXPLOSION_MASTER,zombie
short_update_thread_z.wsc,4196,20,ToxicZombieExplosion,zombie
short_update_thread_z.wsc,4226,29,ZOMBIE_TOXIC_EXPLOSION_MASTER,zombie
short_update_thread_z.wsc,4721,13,Zombie_NoHead,zombie
short_update_thread_z.wsc,4745,25,blood_zombie_shotgun_exit,zombie
short_update_thread_z.wsc,5028,18,bToggledZombieHead,zombie
short_update_thread_z.wsc,5116,18,bToggledZombieHead,zombie
short_update_thread_z.wsc,23696,7,started,star
short_update_thread_z.wsc,23766,7,started,star
short_update_thread_z.wsc,24111,19,ZombieBaitExplosion,zombie
short_update_thread_z.wsc,25189,6,Zombie,zombie
short_update_thread_z.wsc,25207,6,Zombie,zombie
short_update_thread_z.wsc,25831,11,ZombieScore,zombie
short_update_thread_z.wsc,25859,11,ZombieScore,zombie
short_update_thread_z.wsc,26062,19,fZombieExecutedTime,zombie
short_update_thread_z.wsc,26686,19,fZombieExecutedTime,zombie
short_update_thread_z.wsc,26803,19,ZombieBaitExplosion,zombie
short_update_thread_z.wsc,26905,19,FireBottleExplosion,fire
short_update_thread_z.wsc,27243,41,ZOMBIE_TOXIC_PRE_EXPLO_SCREAM_FAST_MASTER,zombie
short_update_thread_z.wsc,27294,28,blood_zombie_anticipateBurst,zombie
short_update_thread_z.wsc,27541,11,ZombieScore,zombie
short_update_thread_z.wsc,27569,11,ZombieScore,zombie
short_update_thread_z.wsc,27680,6,Zombie,zombie
short_update_thread_z.wsc,28426,18,bZombieCorpseArmed,zombie
short_update_thread_z.wsc,28490,53,/content/DLC/ZombiePack/Gringos/ZombiePack_LootZombie,zombie
short_update_thread_z.wsc,29080,25,blood_zombie_shotgun_exit,zombie
short_update_thread_z.wsc,29221,53,/content/DLC/ZombiePack/Gringos/ZombiePack_LootZombie,zombie
short_update_thread_z.wsc,29865,6,Zombie,zombie
short_update_thread_z.wsc,30001,6,Zombie,zombie
short_update_thread_z.wsc,30053,6,Zombie,zombie
short_update_thread_z.wsc,30549,6,Zombie,zombie
short_update_thread_z.wsc,30567,6,Zombie,zombie
short_update_thread_z.wsc,32942,6,Zombie,zombie
short_update_thread_z.wsc,32960,6,Zombie,zombie
short_update_thread_z.wsc,34250,6,Zombie,zombie
short_update_thread_z.wsc,34999,6,Zombie,zombie
short_update_thread_z.wsc,35035,20,blood_zombie_explode,zombie
short_update_thread_z.wsc,37751,16,zombieGrapple_05,zombie
short_update_thread_z.wsc,38129,16,zombieGrapple_04,zombie
short_update_thread_z.wsc,38507,16,zombieGrapple_03,zombie
short_update_thread_z.wsc,38889,16,zombieGrapple_02,zombie
short_update_thread_z.wsc,39271,16,zombieGrapple_01,zombie
short_update_thread_z.wsc,39695,13,zombieGrapple,zombie
short_update_thread_z.wsc,43895,23,script_zombie_spitSplat,zombie
short_update_thread_z.wsc,45134,6,Zombie,zombie
short_update_thread_z.wsc,45322,6,Zombie,zombie
short_update_thread_z.wsc,50446,20,ToxicZombieExplosion,zombie
short_update_thread_z.wsc,57750,17,DeadZombieTracker,zombie
short_update_thread_z.wsc,58517,18,dlc_zombiepack_rcm,zombie
short_update_thread_z.wsc,58739,18,dlc_zombiepack_rcm,zombie
short_update_thread_z.wsc,61030,5,start,star
short_update_thread_z.wsc,61112,5,start,star
short_update_thread_z.wsc,67111,18,RCM_Quest_Disabled,disable
short_update_thread_z.wsc,68268,18,dlc_zombiepack_rcm,zombie
short_update_thread_z.wsc,68932,12,ZOMBIE_STORY,zombie
short_update_thread_z.wsc,69186,12,ZOMBIE_STORY,zombie
short_update_thread_z.wsc,72910,10,DEED_START,star
short_update_thread_z.wsc,74183,5,Start,star
short_update_thread_z.wsc,76579,7,Started,star
short_update_thread_z.wsc,90384,19,FireBottleExplosion,fire
short_update_thread_z.wsc,90421,19,FireBottleExplosion,fire
short_update_thread_z.wsc,90818,19,FireBottleExplosion,fire
short_update_thread_z.wsc,90881,19,FireBottleExplosion,fire
short_update_thread_z.wsc,100947,15,armv_saloon_set,saloon
short_update_thread_z.wsc,101031,11,ratv_saloon,saloon
short_update_thread_z.wsc,101083,15,thiv_saloon_set,saloon
short_update_thread_z.wsc,101338,15,blkv_saloon_set,"blk,saloon"
short_update_thread_z.wsc,116771,17,MAKE_ACTOR_ZOMBIE,zombie
short_update_thread_z.wsc,116803,6,ZOMBIE,zombie
short_update_thread_z.wsc,116907,18,MAKE_ACTOR_ZOMBIE:,zombie
short_update_thread_z.wsc,117008,6,Zombie,zombie
short_update_thread_z.wsc,117210,10,FastZombie,zombie
short_update_thread_z.wsc,117252,13,BruiserZombie,zombie
short_update_thread_z.wsc,117443,15,zombie/PlayDead,zombie
short_update_thread_z.wsc,117471,15,zombie/PlayDead,zombie
short_update_thread_z.wsc,117499,18,zombie/GroundSpawn,zombie
short_update_thread_z.wsc,117530,18,zombie/GroundSpawn,zombie
short_update_thread_z.wsc,117708,20,script_zombie_emerge,zombie
short_update_thread_z.wsc,117859,20,script_zombie_emerge,zombie
long_update_thread.wsc,6902,17,phosphorous_start,star
long_update_thread.wsc,7776,18,item_bait_disabled,disable
long_update_thread.wsc,13281,18,TempDisableRespawn,disable
long_update_thread.wsc,16572,53,/content/DLC/ZombiePack/Gringos/ZombiePack_horseHitch,zombie
long_update_thread.wsc,16640,54,/content/DLC/ZombiePack/Gringos/ZombiePack_horseHitch2,zombie
long_update_thread.wsc,20579,5,start,star
long_update_thread.wsc,21041,9,disabled.,disable
long_update_thread.wsc,30913,25,dynamic_entry_for_morning,morning
long_update_thread.wsc,31156,25,dynamic_entry_for_morning,morning
long_update_thread.wsc,32937,18,RCM_Quest_Disabled,disable
long_update_thread.wsc,45454,60,/content/scripting/gringo/SimpleGringo/fake_blackjack_dealer,black
long_update_thread.wsc,45590,34,blackjack/Fake/Dealer/invite/front,black
long_update_thread.wsc,45637,33,blackjack/Fake/Dealer/invite/back,black
long_update_thread.wsc,49405,9,blackjack,black
long_update_thread.wsc,49698,7,enabled,enable
long_update_thread.wsc,53046,60,/content/scripting/gringo/SimpleGringo/fake_blackjack_dealer,black
long_update_thread.wsc,53355,53,/content/scripting/gringo/SimpleGringo/fake_blackjack,black
long_update_thread.wsc,55691,25,dynamic_entry_for_morning,morning
long_update_thread.wsc,56113,25,dynamic_entry_for_morning,morning
long_update_thread.wsc,56356,25,dynamic_entry_for_morning,morning
long_update_thread.wsc,61655,10,DEED_START,star
long_update_thread.wsc,72260,5,Start,star
long_update_thread.wsc,75298,7,Started,star
long_update_thread.wsc,100095,20,rsdROAD_thi_blk_road,blk
long_update_thread.wsc,100123,34,rsdROAD_thi_blk_roaddetachedCurve2,blk
long_update_thread.wsc,106447,7,enabled,enable
long_update_thread.wsc,106617,21,DISABLE_HORSE_WHISTLE,disable
long_update_thread.wsc,106656,21,DISABLE_HORSE_WHISTLE,disable
long_update_thread.wsc,106697,21,DISABLE_HORSE_WHISTLE,disable
long_update_thread.wsc,110100,13,HC_FIREBOTTLE,fire
long_update_thread.wsc,120286,23,EnableCompanionBehavior,enable
long_update_thread.wsc,121876,8,disabled,disable
long_update_thread.wsc,128362,62,/content/DLC/ZombiePack/MissingPersons/event_bountyhunter_z.sc,zombie
long_update_thread.wsc,137280,45,/Content/Ambient/Town/beat_escalera_firesquad,fire
long_update_thread.wsc,179441,15,blkv_coach_park,blk
long_update_thread.wsc,179999,15,blkv_coach_stop,blk
