# Code RED source/decompiled export
# Source: research/blackwater_wsi_gringo_correlation_outputs/wgd_keyword_components.csv
# SHA1: 7b9b0b7b4c80f10e7162df4123106934c24bb199

wgd_offset_hex,wgd_component_type,wgd_query_name,wgd_script_name,wgd_gringo_name,wgd_primary_name,wgd_hash_code,wgd_hashed_name,wgd_activation_radius,wgd_child_count,wgd_use_context_count,wgd_instanced_item_count,wgd_instance_slot_count,wgd_critical,wgd_maintain_state,wgd_player_usable,wgd_gringo_handles_movement,wgd_requires_physics_check,wgd_allow_ai_shoot,wgd_allow_navigate_to
0x0003E224,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0003E270,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0003E2BC,ItemGringo,,content\scripting\gringo\CommonScripts\Player_Herb,,content\scripting\gringo\CommonScripts\Player_Herb,0x410215CF,0x00000000,125.0,2,2,7,7,0,1,,,,,
0x0003E308,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,100.0,1,1,6,6,0,0,,,,,
0x0003E354,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003E3A0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003E3EC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003E438,ItemGringo,,content\scripting\gringo\CommonScripts\Home_Camp03_gringo,,content\scripting\gringo\CommonScripts\Home_Camp03_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003E484,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003E4D0,ItemGringo,,content\scripting\gringo\CommonScripts\Player_OpenHouseholdItem,,content\scripting\gringo\CommonScripts\Player_OpenHouseholdItem,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x0003E51C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0003E568,ItemGringo,,content\scripting\gringo\CommonScripts\Home02Wife_Camp03_gringo,,content\scripting\gringo\CommonScripts\Home02Wife_Camp03_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003E5B4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,0,,,,,
0x0003E600,ItemGringo,,content\scripting\gringo\CommonScripts\Home02Wife_Camp02_gringo,,content\scripting\gringo\CommonScripts\Home02Wife_Camp02_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003E64C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,8,8,0,1,,,,,
0x0003E698,ItemGringo,,content\scripting\gringo\CommonScripts\bandito_harass,,content\scripting\gringo\CommonScripts\bandito_harass,0x410215CF,0x00000000,0.0,5,5,20,20,1,1,,,,,
0x0003E6E4,ItemGringo,,content\scripting\gringo\CommonScripts\Home02Son_Camp03_gringo,,content\scripting\gringo\CommonScripts\Home02Son_Camp03_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003E730,ItemGringo,,content\scripting\gringo\CommonScripts\OpenGate,,content\scripting\gringo\CommonScripts\OpenGate,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0003E77C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003E7C8,ItemGringo,,content\scripting\gringo\CommonScripts\Home02Son_Camp02_gringo,,content\scripting\gringo\CommonScripts\Home02Son_Camp02_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003E814,ItemGringo,,content\scripting\gringo\CommonScripts\gun_giveaway_pistol,,content\scripting\gringo\CommonScripts\gun_giveaway_pistol,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0003E860,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003E8AC,ItemGringo,,content\scripting\gringo\CommonScripts\Home02Son_Camp01_gringo,,content\scripting\gringo\CommonScripts\Home02Son_Camp01_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003E8F8,ItemGringo,,content\scripting\gringo\CommonScripts\MusicGringo,,content\scripting\gringo\CommonScripts\MusicGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0003E944,ItemGringo,,content\scripting\gringo\CommonScripts\Home02Ranch_Camp03_gringo,,content\scripting\gringo\CommonScripts\Home02Ranch_Camp03_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003E990,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003E9DC,ItemGringo,,content\scripting\gringo\CommonScripts\PushGringo,,content\scripting\gringo\CommonScripts\PushGringo,0x410215CF,0x00000000,0.0,2,2,10,10,0,1,,,,,
0x0003EA28,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003EA74,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.25,2,2,6,6,0,1,,,,,
0x0003EAC0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,100.0,1,1,6,6,0,1,,,,,
0x0003EB0C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003EB58,ItemGringo,,content\scripting\gringo\CommonScripts\Home02Ranch_Camp01_gringo,,content\scripting\gringo\CommonScripts\Home02Ranch_Camp01_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003EBA4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0003EBF0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0003EC3C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003EC88,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003ECD4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003ED20,ItemGringo,,content\scripting\gringo\GringoBrains\GringoBrainScripts\companion_brain,,content\scripting\gringo\GringoBrains\GringoBrainScripts\companion_brain,0x05B5C16A,0x00000000,2147483648.0,7,1,7,7,1,1,,,,,
0x0003ED6C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003EDB8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0003EE04,ItemGringo,,content\scripting\gringo\CommonScripts\MexGirl_Camp03_gringo,,content\scripting\gringo\CommonScripts\MexGirl_Camp03_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003EE50,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003EE9C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003EEE8,ItemGringo,,content\scripting\gringo\CommonScripts\LockpickDoorGeneric,,content\scripting\gringo\CommonScripts\LockpickDoorGeneric,0x00000000,0x00000000,3.0,2,2,8,8,0,1,,,,,
0x0003EF34,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003EF80,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003EFCC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0003F018,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003F064,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003F0B0,ItemGringo,,content\scripting\gringo\CommonScripts\RewardGringo,,content\scripting\gringo\CommonScripts\RewardGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0003F0FC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003F148,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003F194,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x0003F1E0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,3,3,6,6,0,1,,,,,
0x0003F22C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,16,16,0,1,,,,,
0x0003F278,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0003F2C4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0003F310,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003F35C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,1,1,,,,,
0x0003F3A8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003F3F4,ItemGringo,,content\scripting\gringo\MultistageGringo\GenericMultistageGringo,,content\scripting\gringo\MultistageGringo\GenericMultistageGringo,0x410215CF,0x00000000,50.0,1,1,6,6,0,1,,,,,
0x0003F440,ItemGringo,,content\scripting\gringo\CommonScripts\Prostitute_behavior,,content\scripting\gringo\CommonScripts\Prostitute_behavior,0x410215CF,0x00000000,10.0,1,1,3,3,1,0,,,,,
0x0003F48C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0003F4D8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003F524,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,1,1,,,,,
0x0003F570,ItemGringo,,content\scripting\gringo\CommonScripts\TrainGringo.sc,,content\scripting\gringo\CommonScripts\TrainGringo.sc,0x410215CF,0x00000000,20.0,1,1,3,3,0,1,,,,,
0x0003F5BC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003F608,ItemGringo,,content\scripting\gringo\CommonScripts\LockpickAmbientFootlocker,,content\scripting\gringo\CommonScripts\LockpickAmbientFootlocker,0x410215CF,0x00000000,0.5,1,1,7,7,0,1,,,,,
0x0003F654,ItemGringo,,content\scripting\gringo\CommonScripts\Chop_Chickens,,content\scripting\gringo\CommonScripts\Chop_Chickens,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x0003F6A0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003F6EC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0003F738,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,1,0,,,,,
0x0003F784,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0003F7D0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003F81C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0003F868,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003F8B4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,7,7,1,1,,,,,
0x0003F900,ItemGringo,,content\scripting\gringo\CommonScripts\Ranch_Camp02_gringo,,content\scripting\gringo\CommonScripts\Ranch_Camp02_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003F94C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0003F998,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,2,2,7,7,0,1,,,,,
0x0003F9E4,ItemGringo,,content\scripting\gringo\CommonScripts\LockpickSafeGeneric,,content\scripting\gringo\CommonScripts\LockpickSafeGeneric,0x410215CF,0x00000000,10.0,1,1,12,12,0,1,,,,,
0x0003FA30,ItemGringo,,content\scripting\gringo\MultistageGringo\GenericMultistageGringo,,content\scripting\gringo\MultistageGringo\GenericMultistageGringo,0x410215CF,0x00000000,50.0,1,1,6,6,0,1,,,,,
0x0003FA7C,ItemGringo,,content\scripting\gringo\CommonScripts\stealth_kill,,content\scripting\gringo\CommonScripts\stealth_kill,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x0003FAC8,ItemGringo,,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,0x05B5C16A,0x00000000,9.999999843067494e+16,7,1,7,7,1,1,,,,,
0x0003FB14,ItemGringo,,content\scripting\gringo\CommonScripts\MP_Rig_Tnt,,content\scripting\gringo\CommonScripts\MP_Rig_Tnt,0x410215CF,0x00000000,0.0,2,2,14,14,0,1,,,,,
0x0003FB60,ItemGringo,,content\scripting\gringo\CommonScripts\Ranch_Camp07_gringo,,content\scripting\gringo\CommonScripts\Ranch_Camp07_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003FBAC,ItemGringo,,content\scripting\gringo\CommonScripts\Ranch_Camp08_gringo,,content\scripting\gringo\CommonScripts\Ranch_Camp08_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003FBF8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,1,1,,,,,
0x0003FC44,ItemGringo,,content\scripting\gringo\CommonScripts\BlowTheHatchGringo,,content\scripting\gringo\CommonScripts\BlowTheHatchGringo,0x410215CF,0x00000000,0.6000000238418579,1,1,5,5,0,1,,,,,
0x0003FC90,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003FCDC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0003FD28,ItemGringo,,content\scripting\gringo\CommonScripts\Marshal_Camp01_gringo,,content\scripting\gringo\CommonScripts\Marshal_Camp01_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0003FD74,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x0003FDC0,ItemGringo,,content\scripting\gringo\CommonScripts\PickUpHogtiedGringo,,content\scripting\gringo\CommonScripts\PickUpHogtiedGringo,0x410215CF,0x00000000,0.0,6,5,17,17,1,1,,,,,
0x0003FE0C,ItemGringo,,content\scripting\gringo\CommonScripts\Animal_Eating,,content\scripting\gringo\CommonScripts\Animal_Eating,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x0003FE58,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003FEA4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0003FEF0,ItemGringo,,content\scripting\gringo\CommonScripts\Player_DigGrave,,content\scripting\gringo\CommonScripts\Player_DigGrave,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x0003FF3C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x0003FF88,ItemGringo,,content\scripting\gringo\CommonScripts\LassoGringo,,content\scripting\gringo\CommonScripts\LassoGringo,0x410215CF,0x00000000,0.0,1,1,3,3,1,1,,,,,
0x00040000,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0004004C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00040098,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,8,8,0,1,,,,,
0x000400E4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00040130,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0004017C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x000401C8,ItemGringo,,content\scripting\gringo\CommonScripts\LassoGringo,,content\scripting\gringo\CommonScripts\LassoGringo,0x410215CF,0x00000000,0.0,1,1,3,3,1,1,,,,,
0x00040214,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00040260,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x000402AC,ItemGringo,,content\scripting\gringo\CommonScripts\stealth_kill,,content\scripting\gringo\CommonScripts\stealth_kill,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x000402F8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,2,2,14,14,0,1,,,,,
0x00040344,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x00040390,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x000403DC,ItemGringo,,content\scripting\gringo\CommonScripts\LockpickSafeGeneric,,content\scripting\gringo\CommonScripts\LockpickSafeGeneric,0x410215CF,0x00000000,10.0,1,1,7,7,0,1,,,,,
0x00040428,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x00040474,ItemGringo,,content\scripting\gringo\CommonScripts\Player_Herb,,content\scripting\gringo\CommonScripts\Player_Herb,0x410215CF,0x00000000,125.0,2,2,7,7,0,1,,,,,
0x000404C0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,8,8,0,1,,,,,
0x0004050C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00040558,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,9,9,0,1,,,,,
0x000405A4,ItemGringo,,content\scripting\gringo\CommonScripts\Mex_BeatingDanger,,content\scripting\gringo\CommonScripts\Mex_BeatingDanger,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x000405F0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x0004063C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x00040688,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x000406D4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x00040720,ItemGringo,,content\scripting\gringo\CommonScripts\Player_OpenHouseholdItem,,content\scripting\gringo\CommonScripts\Player_OpenHouseholdItem,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x0004076C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x000407B8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x00040804,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x00040850,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0004089C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,2,2,6,6,0,1,,,,,
0x000408E8,ItemGringo,,content\scripting\gringo\CommonScripts\hitchingPostScript,,content\scripting\gringo\CommonScripts\hitchingPostScript,0x082A4EBE,0x00000000,20.0,0,0,0,0,0,1,,,,,
0x00040934,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00040980,ItemGringo,,content\scripting\gringo\CommonScripts\GetWantedPosterGround,,content\scripting\gringo\CommonScripts\GetWantedPosterGround,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x000409CC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
