# Code RED source/decompiled export
# Source: data/codered/rosters/npc_roster_all_spawnable.txt
# SHA1: 807a3e7cfa8c4d8b8163e0792b95b1ddd640ab1e

# CodeRED full inline actor roster
# Generated by tools/codered_actor_enum_tool.py
# Format: ACTOR_NAME|actor_enum
# The inline value lets the ASI resolve actors without relying on CSV alias parsing.

ACTOR_player_jack|1  # player_like 0x00000001
ACTOR_law_caucasian_sheriff_medium04|440  # law 0x000001B8
ACTOR_law_caucasian_sheriff_medium05|441  # law 0x000001B9
ACTOR_law_caucasian_sheriff_medium06|442  # law 0x000001BA
ACTOR_law_caucasian_sheriff_medium07|443  # law 0x000001BB
ACTOR_law_caucasian_sheriff_medium08|444  # law 0x000001BC
ACTOR_law_caucasian_sheriff_medium09|445  # law 0x000001BD
ACTOR_law_caucasian_sheriff_medium10|446  # law 0x000001BE
ACTOR_law_caucasian_sheriff_medium11|447  # law 0x000001BF
ACTOR_law_caucasian_sheriff_medium12|448  # law 0x000001C0
ACTOR_law_caucasian_usmarshal_hard01|449  # law 0x000001C1
ACTOR_law_caucasian_usmarshal_hard02|450  # law 0x000001C2
ACTOR_law_caucasian_usmarshal_hard03|451  # law 0x000001C3
ACTOR_law_caucasian_usmarshal_hard04|452  # law 0x000001C4
ACTOR_law_caucasian_usmarshal_hard05|453  # law 0x000001C5
ACTOR_law_caucasian_usmarshal_hard06|454  # law 0x000001C6
ACTOR_law_mexican_puebloposse_easy01|455  # law 0x000001C7
ACTOR_law_mexican_puebloposse_easy02|456  # law 0x000001C8
ACTOR_law_mexican_puebloposse_easy03|457  # law 0x000001C9
ACTOR_law_mexican_puebloposse_easy04|458  # law 0x000001CA
ACTOR_law_mexican_puebloposse_easy05|459  # law 0x000001CB
ACTOR_law_mexican_puebloposse_easy06|460  # law 0x000001CC
ACTOR_law_mexican_corruptofficial_medium01|461  # law 0x000001CD
ACTOR_law_mexican_corruptofficial_medium02|462  # law 0x000001CE
ACTOR_law_mexican_corruptofficial_medium03|463  # law 0x000001CF
ACTOR_law_mexican_corruptofficial_medium04|464  # law 0x000001D0
ACTOR_law_mexican_corruptofficial_medium05|465  # law 0x000001D1
ACTOR_law_mexican_corruptofficial_medium06|466  # law 0x000001D2
ACTOR_gang_indianraider_easy01|467  # gang 0x000001D3
ACTOR_gang_indianraider_easy02|468  # gang 0x000001D4
ACTOR_gang_indianraider_easy03|469  # gang 0x000001D5
ACTOR_gang_indianraider_medium01|470  # gang 0x000001D6
ACTOR_gang_indianraider_medium02|471  # gang 0x000001D7
ACTOR_gang_indianraider_medium03|472  # gang 0x000001D8
ACTOR_gang_indianraider_medium04|473  # gang 0x000001D9
ACTOR_gang_indianraider_hard01|474  # gang 0x000001DA
ACTOR_gang_indianraider_hard02|475  # gang 0x000001DB
ACTOR_gang_indianraider_hard03|476  # gang 0x000001DC
ACTOR_gang_cattlerustler_easy01|477  # gang 0x000001DD
ACTOR_gang_cattlerustler_easy02|478  # gang 0x000001DE
ACTOR_gang_cattlerustler_easy03|479  # gang 0x000001DF
ACTOR_gang_cattlerustler_medium01|480  # gang 0x000001E0
ACTOR_gang_cattlerustler_medium02|481  # gang 0x000001E1
ACTOR_gang_cattlerustler_medium03|482  # gang 0x000001E2
ACTOR_gang_cattlerustler_hard01|483  # gang 0x000001E3
ACTOR_gang_cattlerustler_hard02|484  # gang 0x000001E4
ACTOR_gang_cattlerustler_hard03|485  # gang 0x000001E5
ACTOR_gang_drunkndirty_easy01|486  # gang 0x000001E6
ACTOR_gang_drunkndirty_easy02|487  # gang 0x000001E7
ACTOR_gang_drunkndirty_easy03|488  # gang 0x000001E8
ACTOR_gang_drunkndirty_medium01|489  # gang 0x000001E9
ACTOR_gang_drunkndirty_medium02|490  # gang 0x000001EA
ACTOR_gang_drunkndirty_medium03|491  # gang 0x000001EB
ACTOR_gang_drunkndirty_hard01|492  # gang 0x000001EC
ACTOR_gang_drunkndirty_hard02|493  # gang 0x000001ED
ACTOR_gang_drunkndirty_hard03|494  # gang 0x000001EE
ACTOR_gang_drunkndirty_hard03_w|495  # gang 0x000001EF
ACTOR_gang_bandito_easy01|496  # gang 0x000001F0
ACTOR_gang_bandito_easy02|497  # gang 0x000001F1
ACTOR_gang_bandito_easy03|498  # gang 0x000001F2
ACTOR_gang_bandito_medium01|499  # gang 0x000001F3
ACTOR_gang_bandito_medium02|500  # gang 0x000001F4
ACTOR_gang_bandito_medium03|501  # gang 0x000001F5
ACTOR_gang_bandito_hard01|502  # gang 0x000001F6
ACTOR_gang_bandito_hard02|503  # gang 0x000001F7
ACTOR_gang_bandito_hard03|504  # gang 0x000001F8
ACTOR_gang_crazyminer_easy01|505  # gang 0x000001F9
ACTOR_gang_crazyminer_easy02|506  # gang 0x000001FA
ACTOR_gang_crazyminer_easy03|507  # gang 0x000001FB
ACTOR_gang_crazyminer_medium01|508  # gang 0x000001FC
ACTOR_gang_crazyminer_medium02|509  # gang 0x000001FD
ACTOR_gang_crazyminer_medium03|510  # gang 0x000001FE
ACTOR_gang_crazyminer_medium04|511  # gang 0x000001FF
ACTOR_gang_crazyminer_medium05|512  # gang 0x00000200
ACTOR_gang_crazyminer_hard01|513  # gang 0x00000201
ACTOR_gang_crazyminer_hard02|514  # gang 0x00000202
ACTOR_gang_crazyminer_hard03|515  # gang 0x00000203
ACTOR_gang_mexicanrebel_easy01|516  # gang 0x00000204
ACTOR_gang_mexicanrebel_easy02|517  # gang 0x00000205
ACTOR_gang_mexicanrebel_easy03|518  # gang 0x00000206
ACTOR_gang_mexicanrebel_easy04|519  # gang 0x00000207
ACTOR_gang_mexicanrebel_easy05|520  # gang 0x00000208
ACTOR_gang_mexicanrebel_medium01|521  # gang 0x00000209
ACTOR_gang_mexicanrebel_medium02|522  # gang 0x0000020A
ACTOR_gang_mexicanrebel_medium03|523  # gang 0x0000020B
ACTOR_gang_mexicanrebel_medium04|524  # gang 0x0000020C
ACTOR_gang_mexicanrebel_medium05|525  # gang 0x0000020D
ACTOR_gang_mexicanrebel_medium06|526  # gang 0x0000020E
ACTOR_gang_mexicanrebel_medium07|527  # gang 0x0000020F
ACTOR_gang_mexicanrebel_medium08|528  # gang 0x00000210
ACTOR_gang_mexicanrebel_hard01|529  # gang 0x00000211
ACTOR_gang_mexicanrebel_hard02|530  # gang 0x00000212
ACTOR_gang_mexicanrebel_hard03|531  # gang 0x00000213
ACTOR_gang_mexicanrebel_hard04|532  # gang 0x00000214
ACTOR_gang_luisa_easy01|533  # gang 0x00000215
ACTOR_gang_luisa_easy02|534  # gang 0x00000216
ACTOR_gang_luisa_easy03|535  # gang 0x00000217
ACTOR_gang_luisa_medium01|536  # gang 0x00000218
ACTOR_gang_luisa_medium02|537  # gang 0x00000219
ACTOR_gang_luisa_medium03|538  # gang 0x0000021A
ACTOR_gang_luisa_hard01|539  # gang 0x0000021B
ACTOR_gang_luisa_hard02|540  # gang 0x0000021C
ACTOR_dead_malebody_01|541  # actor 0x0000021D
ACTOR_dead_malebody_02|542  # actor 0x0000021E
ACTOR_dead_malebody_03|543  # actor 0x0000021F
ACTOR_dead_malebody_04|544  # actor 0x00000220
ACTOR_companion_graverobber|545  # companion 0x00000221
ACTOR_companion_snakeoilmerchant|546  # companion 0x00000222
ACTOR_companion_marshal|547  # law 0x00000223
ACTOR_companion_outlaw|548  # gang 0x00000224
ACTOR_companion_outlaw_wet|549  # gang 0x00000225
ACTOR_companion_foreman|550  # companion 0x00000226
ACTOR_companion_daughter|551  # companion 0x00000227
ACTOR_companion_daughter02|552  # companion 0x00000228
ACTOR_companion_rebel|553  # companion 0x00000229
ACTOR_companion_rebel_wounded|554  # companion 0x0000022A
ACTOR_companion_mexicangirl|555  # companion 0x0000022B
ACTOR_companion_mexicanhenchman|556  # companion 0x0000022C
ACTOR_companion_mexicanhenchman_beaten|557  # companion 0x0000022D
ACTOR_companion_famousgunslinger|558  # companion 0x0000022E
ACTOR_companion_fbi|559  # companion 0x0000022F
ACTOR_companion_fbi_burnt|560  # companion 0x00000230
ACTOR_companion_anthropologist|561  # companion 0x00000231
ACTOR_companion_nativefriend|562  # companion 0x00000232
ACTOR_companion_nativefriend_02|563  # companion 0x00000233
ACTOR_companion_graverobber_cs|564  # companion 0x00000234
ACTOR_companion_snakeoilmerchant_cs|565  # companion 0x00000235
ACTOR_companion_marshal_cs|566  # law 0x00000236
ACTOR_companion_outlaw_cs|567  # gang 0x00000237
ACTOR_companion_outlaw_wet_cs|568  # gang 0x00000238
ACTOR_companion_foreman_cs|569  # companion 0x00000239
ACTOR_companion_daughter_cs|570  # companion 0x0000023A
ACTOR_companion_rebel_cs|571  # companion 0x0000023B
ACTOR_companion_rebel_wounded_cs|572  # companion 0x0000023C
ACTOR_companion_mexicangirl_cs|573  # companion 0x0000023D
ACTOR_companion_mexicanhenchman_cs|574  # companion 0x0000023E
ACTOR_companion_famousgunslinger_cs|575  # companion 0x0000023F
ACTOR_companion_fbi_cs|576  # companion 0x00000240
ACTOR_companion_fbi_burnt_cs|577  # companion 0x00000241
ACTOR_companion_anthropologist_cs|578  # companion 0x00000242
ACTOR_companion_nativefriend_cs|579  # companion 0x00000243
ACTOR_misc_mexicantyrant|580  # actor 0x00000244
ACTOR_misc_mexicantyrant_cs|581  # actor 0x00000245
ACTOR_misc_firstoldfriend|582  # actor 0x00000246
ACTOR_misc_firstoldfriend_cs|583  # actor 0x00000247
ACTOR_misc_french|584  # actor 0x00000248
ACTOR_misc_french_cs|585  # actor 0x00000249
ACTOR_misc_welsh|586  # actor 0x0000024A
ACTOR_misc_welsh_cs|587  # actor 0x0000024B
ACTOR_misc_deputy_marshal01|588  # law 0x0000024C
ACTOR_misc_deputy_marshal01_cs|589  # law 0x0000024D
ACTOR_misc_deputy_marshal02|590  # law 0x0000024E
ACTOR_misc_deputy_marshal02_cs|591  # law 0x0000024F
ACTOR_misc_deputy_marshal03|592  # law 0x00000250
ACTOR_misc_deputy_marshal03_cs|593  # law 0x00000251
ACTOR_misc_fbi_clerk|594  # actor 0x00000252
ACTOR_misc_fbi_agent01|595  # actor 0x00000253
ACTOR_misc_fbi_agent02|596  # actor 0x00000254
ACTOR_misc_fbi_agent03|597  # actor 0x00000255
ACTOR_misc_fbi_agent03_cs|598  # actor 0x00000256
ACTOR_misc_raceofficial|599  # actor 0x00000257
ACTOR_misc_jake|600  # actor 0x00000258
ACTOR_misc_factoryboss|601  # actor 0x00000259
ACTOR_misc_factoryboss_cs|602  # actor 0x0000025A
ACTOR_misc_bankclerk|603  # actor 0x0000025B
ACTOR_misc_paperboy|604  # actor 0x0000025C
ACTOR_misc_paperboy_cs|605  # actor 0x0000025D
ACTOR_misc_prisoner|606  # actor 0x0000025E
ACTOR_misc_prisoner_cs|607  # actor 0x0000025F
ACTOR_misc_drew_macfarlane|608  # actor 0x00000260
ACTOR_misc_drew_macfarlane_cs|609  # actor 0x00000261
ACTOR_misc_shaky|610  # actor 0x00000262
ACTOR_misc_aquila|611  # actor 0x00000263
ACTOR_misc_screaming_girl|612  # actor 0x00000264
ACTOR_misc_mother_superior|613  # actor 0x00000265
ACTOR_misc_mother_superior_cs|614  # actor 0x00000266
ACTOR_misc_carlos|615  # actor 0x00000267
ACTOR_misc_carlos_cs|616  # actor 0x00000268
ACTOR_misc_mexdad|617  # actor 0x00000269
ACTOR_misc_mexdad_cs|618  # actor 0x0000026A
ACTOR_misc_mexgirl_sister|619  # actor 0x0000026B
ACTOR_misc_abes_girl_cs|620  # actor 0x0000026C
ACTOR_misc_mexgirl_sister_cs|621  # actor 0x0000026D
ACTOR_misc_mexgirl_mother|622  # actor 0x0000026E
ACTOR_misc_mexgirl_mother_cs|623  # actor 0x0000026F
ACTOR_misc_treasurehunter_leader|624  # actor 0x00000270
ACTOR_misc_mineworker|625  # actor 0x00000271
ACTOR_misc_secondoldfriend|626  # actor 0x00000272
ACTOR_misc_nemesis|627  # actor 0x00000273
ACTOR_misc_nemesis_cs|628  # actor 0x00000274
ACTOR_misc_nemesis_02|629  # actor 0x00000275
ACTOR_misc_nemesis_03|630  # actor 0x00000276
ACTOR_misc_jenny|631  # actor 0x00000277
ACTOR_misc_jenny_cs|632  # actor 0x00000278
ACTOR_misc_jennysick|633  # actor 0x00000279
ACTOR_misc_mrsbush|634  # actor 0x0000027A
ACTOR_misc_mrsbush_cs|635  # actor 0x0000027B
ACTOR_misc_mrsditkis|636  # actor 0x0000027C
ACTOR_misc_mrsditkis_cs|637  # actor 0x0000027D
ACTOR_misc_son|638  # actor 0x0000027E
ACTOR_misc_son_cs|639  # actor 0x0000027F
ACTOR_misc_son_02|640  # actor 0x00000280
ACTOR_misc_secondfbiagent|641  # actor 0x00000281
ACTOR_misc_secondfbiagent_cs|642  # actor 0x00000282
ACTOR_misc_secondfbiagent_burnt|643  # actor 0x00000283
ACTOR_misc_secondfbiagent_burnt_cs|644  # actor 0x00000284
ACTOR_misc_normandeek|645  # actor 0x00000285
ACTOR_misc_uncle|646  # actor 0x00000286
ACTOR_misc_uncle_cs|647  # actor 0x00000287
ACTOR_misc_precher|648  # actor 0x00000288
ACTOR_misc_precher_cs|649  # actor 0x00000289
ACTOR_misc_emilio|650  # actor 0x0000028A
ACTOR_misc_emiliofriend|651  # actor 0x0000028B
ACTOR_misc_emiliofriend_cs|652  # actor 0x0000028C
ACTOR_misc_moses|653  # actor 0x0000028D
ACTOR_misc_desantaboy|654  # actor 0x0000028E
ACTOR_misc_desantaboy_cs|655  # actor 0x0000028F
ACTOR_misc_simon_cs|656  # actor 0x00000290
ACTOR_misc_leeroy|657  # actor 0x00000291
ACTOR_misc_blindbeggar|658  # actor 0x00000292
ACTOR_misc_outlaw_01|659  # gang 0x00000293
ACTOR_misc_mexarmycpt|660  # army 0x00000294
ACTOR_misc_mexarmycpt_cs|661  # army 0x00000295
ACTOR_misc_muller|662  # actor 0x00000296
ACTOR_misc_muller_cs|663  # actor 0x00000297
ACTOR_misc_mullergang01|664  # gang 0x00000298
ACTOR_misc_mullergang01_cs|665  # gang 0x00000299
ACTOR_misc_towndrunk|666  # actor 0x0000029A
ACTOR_misc_gywnphilips|667  # actor 0x0000029B
ACTOR_misc_billsgang01|668  # gang 0x0000029C
ACTOR_misc_billsgang01_cs|669  # gang 0x0000029D
ACTOR_misc_billsgang02|670  # gang 0x0000029E
ACTOR_misc_billsgang02_cs|671  # gang 0x0000029F
ACTOR_misc_billsgang03|672  # gang 0x000002A0
ACTOR_misc_billsgang04|673  # gang 0x000002A1
ACTOR_misc_billsgang04_cs|674  # gang 0x000002A2
ACTOR_misc_billsgang05|675  # gang 0x000002A3
ACTOR_misc_woman_01|676  # actor 0x000002A4
ACTOR_misc_woman_02|677  # actor 0x000002A5
ACTOR_misc_peasnatgirl|678  # actor 0x000002A6
ACTOR_misc_peasnatgirl01|679  # actor 0x000002A7
ACTOR_misc_peasnatgirl01_cs|680  # actor 0x000002A8
ACTOR_misc_peasnatgirl02|681  # actor 0x000002A9
ACTOR_misc_peasnatgirl02_cs|682  # actor 0x000002AA
ACTOR_misc_peasnatgirl03|683  # actor 0x000002AB
ACTOR_misc_peasnatgirl03_cs|684  # actor 0x000002AC
ACTOR_misc_mexprostitute02|685  # actor 0x000002AD
ACTOR_misc_mexprostitute02_cs|686  # actor 0x000002AE
ACTOR_misc_mexprostitute03|687  # actor 0x000002AF
ACTOR_misc_mexprostitute04|688  # actor 0x000002B0
ACTOR_misc_mexfemale01_mp|689  # actor 0x000002B1
ACTOR_misc_mexfemale02_mp|690  # actor 0x000002B2
ACTOR_misc_mexprostitute_mp|691  # actor 0x000002B3
ACTOR_misc_blackprostitute_mp|692  # actor 0x000002B4
ACTOR_misc_caucasianprostitute01_mp|693  # actor 0x000002B5
ACTOR_misc_oldfemale_mp|694  # actor 0x000002B6
ACTOR_misc_asianprostitute01|695  # actor 0x000002B7
ACTOR_misc_caucasianprostitute01|696  # actor 0x000002B8
ACTOR_misc_caucasianprostitute02|697  # actor 0x000002B9
ACTOR_misc_caucasian_wife|698  # actor 0x000002BA
ACTOR_misc_caucasian_wife_cs|699  # actor 0x000002BB
ACTOR_misc_caucasian_wife_02|700  # actor 0x000002BC
ACTOR_misc_govermentclerk|701  # actor 0x000002BD
ACTOR_misc_govermentclerk_cs|702  # actor 0x000002BE
ACTOR_misc_hispanicbankmanger|703  # actor 0x000002BF
ACTOR_misc_hispanicbankmanger_cs|704  # actor 0x000002C0
ACTOR_misc_passenger01|705  # actor 0x000002C1
ACTOR_misc_passenger01_cs|706  # actor 0x000002C2
ACTOR_misc_passenger02|707  # actor 0x000002C3
ACTOR_misc_passenger02_cs|708  # actor 0x000002C4
ACTOR_misc_passenger03|709  # actor 0x000002C5
ACTOR_misc_passenger04|710  # actor 0x000002C6
ACTOR_misc_passenger04_cs|711  # actor 0x000002C7
ACTOR_misc_passenger05|712  # actor 0x000002C8
ACTOR_misc_passenger05_cs|713  # actor 0x000002C9
ACTOR_misc_passenger06|714  # actor 0x000002CA
ACTOR_misc_passenger06_cs|715  # actor 0x000002CB
ACTOR_misc_pedestrian01|716  # actor 0x000002CC
ACTOR_misc_pedestrian01_cs|717  # actor 0x000002CD
ACTOR_misc_pedestrian02|718  # actor 0x000002CE
ACTOR_misc_pedestrian02_cs|719  # actor 0x000002CF
ACTOR_misc_pedestrian03|720  # actor 0x000002D0
ACTOR_misc_pedestrian03_cs|721  # actor 0x000002D1
ACTOR_misc_pedestrian04|722  # actor 0x000002D2
ACTOR_misc_pedestrian04_cs|723  # actor 0x000002D3
ACTOR_misc_pedestrian05|724  # actor 0x000002D4
ACTOR_misc_pedestrian05_cs|725  # actor 0x000002D5
ACTOR_misc_pedestrian06|726  # actor 0x000002D6
ACTOR_misc_pedestrian06_cs|727  # actor 0x000002D7
ACTOR_misc_pedestrian07|728  # actor 0x000002D8
ACTOR_misc_pedestrian07_cs|729  # actor 0x000002D9
ACTOR_misc_pedestrian08|730  # actor 0x000002DA
ACTOR_misc_pedestrian08_cs|731  # actor 0x000002DB
ACTOR_misc_pedestrian09|732  # actor 0x000002DC
ACTOR_misc_pedestrian09_cs|733  # actor 0x000002DD
ACTOR_misc_pedestrian10|734  # actor 0x000002DE
ACTOR_misc_pedestrian10_cs|735  # actor 0x000002DF
ACTOR_misc_pedestrian11|736  # actor 0x000002E0
ACTOR_misc_pedestrian11_cs|737  # actor 0x000002E1
ACTOR_misc_malehostage01|738  # actor 0x000002E2
ACTOR_misc_malehostage01_cs|739  # actor 0x000002E3
ACTOR_misc_malehostage02|740  # actor 0x000002E4
ACTOR_misc_malehostage02_cs|741  # actor 0x000002E5
ACTOR_misc_femalehostage01|742  # actor 0x000002E6
ACTOR_misc_femalehostage01_cs|743  # actor 0x000002E7
ACTOR_misc_femalehostage02|744  # actor 0x000002E8
ACTOR_misc_femalehostage02_cs|745  # actor 0x000002E9
ACTOR_misc_barpatron01|746  # actor 0x000002EA
ACTOR_misc_barpatron01_cs|747  # actor 0x000002EB
ACTOR_misc_barpatron02|748  # actor 0x000002EC
ACTOR_misc_barpatron02_cs|749  # actor 0x000002ED
ACTOR_misc_barpatron03|750  # actor 0x000002EE
ACTOR_misc_barpatron03_cs|751  # actor 0x000002EF
ACTOR_misc_rebelsoldier05|752  # actor 0x000002F0
ACTOR_misc_rebelsoldier05_cs|753  # actor 0x000002F1
ACTOR_misc_rebelsoldier06|754  # actor 0x000002F2
ACTOR_misc_rebelsoldier06_cs|755  # actor 0x000002F3
ACTOR_misc_banditrider01|756  # actor 0x000002F4
ACTOR_misc_banditrider02|757  # actor 0x000002F5
ACTOR_misc_crowdmember01|758  # actor 0x000002F6
ACTOR_misc_crowdmember01_cs|759  # actor 0x000002F7
ACTOR_misc_crowdmember02|760  # actor 0x000002F8
ACTOR_misc_crowdmember02_cs|761  # actor 0x000002F9
ACTOR_misc_crowdmember03|762  # actor 0x000002FA
ACTOR_misc_crowdmember04|763  # actor 0x000002FB
ACTOR_misc_crowdmember04_cs|764  # actor 0x000002FC
ACTOR_misc_crowdmember05|765  # actor 0x000002FD
ACTOR_misc_crowdmember05_cs|766  # actor 0x000002FE
ACTOR_misc_crowdmember06|767  # actor 0x000002FF
ACTOR_misc_ranchhand01|768  # actor 0x00000300
ACTOR_misc_ranchhand02|769  # actor 0x00000301
ACTOR_misc_gentleman01|770  # actor 0x00000302
ACTOR_misc_factoryman01|771  # actor 0x00000303
ACTOR_misc_factoryman02|772  # actor 0x00000304
ACTOR_misc_survivor01|773  # actor 0x00000305
ACTOR_misc_survivor02|774  # actor 0x00000306
ACTOR_misc_edwardianwoman01|775  # actor 0x00000307
ACTOR_misc_edwardianwoman02|776  # actor 0x00000308
ACTOR_misc_newlyweds01|777  # actor 0x00000309
ACTOR_misc_newlyweds02|778  # actor 0x0000030A
ACTOR_misc_police01|779  # law 0x0000030B
ACTOR_misc_police01_cs|780  # law 0x0000030C
ACTOR_misc_hispanicfemalefarmer|781  # actor 0x0000030D
ACTOR_misc_hispanicfemalefarmer_cs|782  # actor 0x0000030E
ACTOR_misc_riverboatstaff01|783  # actor 0x0000030F
ACTOR_misc_docksworker01|784  # actor 0x00000310
ACTOR_misc_docksworker01_cs|785  # actor 0x00000311
ACTOR_misc_nakedguy|786  # actor 0x00000312
ACTOR_misc_movember|787  # actor 0x00000313
ACTOR_caucasian_female_socialite01_cs|788  # actor 0x00000314
ACTOR_caucasian_male_businessman01_cs|789  # actor 0x00000315
ACTOR_caucasian_male_businessman04_cs|790  # actor 0x00000316
ACTOR_caucasian_male_laborer19_cs|791  # actor 0x00000317
ACTOR_hispanic_female_farmer05_cs|792  # actor 0x00000318
ACTOR_hispanic_female_nun02_cs|793  # actor 0x00000319
ACTOR_hispanic_female_nun03_cs|794  # actor 0x0000031A
ACTOR_hispanic_female_prostitute04_cs|795  # actor 0x0000031B
ACTOR_caucasian_army_hard02_cs|796  # army 0x0000031C
ACTOR_caucasian_army_hard02_burnt_cs|797  # army 0x0000031D
ACTOR_mexican_army_easy01_cs|798  # army 0x0000031E
ACTOR_mexican_army_easy02_cs|799  # army 0x0000031F
ACTOR_mexican_army_easy03_cs|800  # army 0x00000320
ACTOR_mexican_army_easy04_cs|801  # army 0x00000321
ACTOR_mexican_army_easy05_cs|802  # army 0x00000322
ACTOR_mexican_army_easy06_cs|803  # army 0x00000323
ACTOR_mexican_army_easy07_cs|804  # army 0x00000324
ACTOR_mexican_army_easy08_cs|805  # army 0x00000325
ACTOR_mexican_army_easy09_cs|806  # army 0x00000326
ACTOR_mexican_army_easy10_cs|807  # army 0x00000327
ACTOR_mexican_army_easy11_cs|808  # army 0x00000328
ACTOR_mexican_army_medium01_cs|809  # army 0x00000329
ACTOR_mexican_army_medium02_cs|810  # army 0x0000032A
ACTOR_mexican_army_medium03_cs|811  # army 0x0000032B
ACTOR_mexican_army_hard01_cs|812  # army 0x0000032C
ACTOR_mexican_army_hard03_cs|813  # army 0x0000032D
ACTOR_mexican_genericcriminal_easy01_cs|814  # gang 0x0000032E
ACTOR_mexican_genericcriminal_easy03_cs|815  # gang 0x0000032F
ACTOR_mexican_genericcriminal_medium01_cs|816  # gang 0x00000330
ACTOR_mexican_genericcriminal_medium02_cs|817  # gang 0x00000331
ACTOR_mexican_genericcriminal_hard01_cs|818  # gang 0x00000332
ACTOR_law_caucasian_usmarshal_hard06_cs|819  # law 0x00000333
ACTOR_gang_indianraider_hard02_cs|820  # gang 0x00000334
ACTOR_gang_indianraider_hard03_cs|821  # gang 0x00000335
ACTOR_gang_bandito_easy02_cs|822  # gang 0x00000336
ACTOR_gang_mexicanrebel_easy02_cs|823  # gang 0x00000337
ACTOR_gang_mexicanrebel_easy03_cs|824  # gang 0x00000338
ACTOR_gang_mexicanrebel_medium01_cs|825  # gang 0x00000339
ACTOR_gang_mexicanrebel_medium02_cs|826  # gang 0x0000033A
ACTOR_gang_mexicanrebel_medium03_cs|827  # gang 0x0000033B
ACTOR_gang_mexicanrebel_hard01_cs|828  # gang 0x0000033C
ACTOR_gang_mexicanrebel_hard03_cs|829  # gang 0x0000033D
ACTOR_gang_luisa_easy01_cs|830  # gang 0x0000033E
ACTOR_gang_luisa_easy02_cs|831  # gang 0x0000033F
ACTOR_gang_luisa_easy03_cs|832  # gang 0x00000340
ACTOR_gang_luisa_medium02_cs|833  # gang 0x00000341
ACTOR_gang_luisa_medium03_cs|834  # gang 0x00000342
ACTOR_misc_john_dead|835  # actor 0x00000343
ACTOR_dlc_human01|836  # actor 0x00000344
ACTOR_mpplayer01|837  # player_like 0x00000345
ACTOR_mpplayer02|838  # player_like 0x00000346
ACTOR_mpplayer03|839  # player_like 0x00000347
ACTOR_mpplayer04|840  # player_like 0x00000348
ACTOR_mpplayer05|841  # player_like 0x00000349
ACTOR_mpplayer06|842  # player_like 0x0000034A
ACTOR_mpplayer07|843  # player_like 0x0000034B
ACTOR_mpplayer08|844  # player_like 0x0000034C
ACTOR_mpplayer15|845  # player_like 0x0000034D
ACTOR_mpplayer16|846  # player_like 0x0000034E
ACTOR_mpplayer09|847  # player_like 0x0000034F
ACTOR_mpplayer13|848  # player_like 0x00000350
ACTOR_mpplayer11|849  # player_like 0x00000351
ACTOR_mpplayer12|850  # player_like 0x00000352
ACTOR_mpplayer10|851  # player_like 0x00000353
ACTOR_mpplayer14|852  # player_like 0x00000354
ACTOR_mpplayer19|853  # player_like 0x00000355
ACTOR_mpplayer23|854  # player_like 0x00000356
ACTOR_mpplayer20|855  # player_like 0x00000357
ACTOR_mpplayer21|856  # player_like 0x00000358
ACTOR_mpplayer18|857  # player_like 0x00000359
ACTOR_mpplayer22|858  # player_like 0x0000035A
ACTOR_mpplayer17|859  # player_like 0x0000035B
ACTOR_mpplayer24|860  # player_like 0x0000035C
ACTOR_mpplayer25|861  # player_like 0x0000035D
ACTOR_mpplayer27|862  # player_like 0x0000035E
ACTOR_mpplayer30|863  # player_like 0x0000035F
ACTOR_mpplayer26|864  # player_like 0x00000360
ACTOR_mpplayer31|865  # player_like 0x00000361
ACTOR_mpplayer32|866  # player_like 0x00000362
ACTOR_mpplayer29|867  # player_like 0x00000363
ACTOR_mpplayer28|868  # player_like 0x00000364
ACTOR_mpplayer40|869  # player_like 0x00000365
ACTOR_mpplayer39|870  # player_like 0x00000366
ACTOR_mpplayer33|871  # player_like 0x00000367
ACTOR_mpplayer35|872  # player_like 0x00000368
ACTOR_mpplayer36|873  # player_like 0x00000369
ACTOR_mpplayer37|874  # player_like 0x0000036A
ACTOR_mpplayer38|875  # player_like 0x0000036B
ACTOR_mpplayer34|876  # player_like 0x0000036C
ACTOR_mpplayer44|877  # player_like 0x0000036D
ACTOR_mpplayer43|878  # player_like 0x0000036E
ACTOR_mpplayer45|879  # player_like 0x0000036F
ACTOR_mpplayer48|880  # player_like 0x00000370
ACTOR_mpplayer41|881  # player_like 0x00000371
ACTOR_mpplayer42|882  # player_like 0x00000372
ACTOR_mpplayer46|883  # player_like 0x00000373
ACTOR_mpplayer47|884  # player_like 0x00000374
ACTOR_mpplayer49|885  # player_like 0x00000375
ACTOR_mpplayer50|886  # player_like 0x00000376
ACTOR_mpplayer55|887  # player_like 0x00000377
ACTOR_mpplayer56|888  # player_like 0x00000378
ACTOR_mpplayer51|889  # player_like 0x00000379
ACTOR_mpplayer52|890  # player_like 0x0000037A
ACTOR_mpplayer54|891  # player_like 0x0000037B
ACTOR_mpplayer53|892  # player_like 0x0000037C
ACTOR_mpplayer57|893  # player_like 0x0000037D
ACTOR_mpplayer58|894  # player_like 0x0000037E
ACTOR_mpplayer59|895  # player_like 0x0000037F
ACTOR_mpplayer62|896  # player_like 0x00000380
ACTOR_mpplayer64|897  # player_like 0x00000381
ACTOR_mpplayer61|898  # player_like 0x00000382
ACTOR_mpplayer63|899  # player_like 0x00000383
