offset,offset_hex,opcode,width,value,actor_kind,operand_hex,candidate_source
2770,0xAD2,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
2773,0xAD5,,2,442,law_actor,01 BA,raw_u16be_window
2778,0xADA,,2,312,eActorEnum_candidate,01 38,raw_u16be_window
2780,0xADC,,2,556,eActorEnum_candidate,02 2C,raw_u16be_window
2782,0xADE,,2,820,eActorEnum_candidate,03 34,raw_u16be_window
2785,0xAE1,,2,1079,eActorEnum_candidate,04 37,raw_u16be_window
2787,0xAE3,,2,574,eActorEnum_candidate,02 3E,raw_u16be_window
2789,0xAE5,,2,1068,eActorEnum_candidate,04 2C,raw_u16be_window
2791,0xAE7,,2,820,eActorEnum_candidate,03 34,raw_u16be_window
2796,0xAEC,,2,574,eActorEnum_candidate,02 3E,raw_u16be_window
2800,0xAF0,,2,820,eActorEnum_candidate,03 34,raw_u16be_window
2805,0xAF5,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
2814,0xAFE,,2,442,law_actor,01 BA,raw_u16be_window
2841,0xB19,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
2852,0xB24,,2,987,eActorEnum_candidate,03 DB,raw_u16be_window
2860,0xB2C,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
2885,0xB45,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
2896,0xB50,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
2902,0xB56,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
2908,0xB5C,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
2914,0xB62,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
2920,0xB68,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
2926,0xB6E,,2,294,eActorEnum_candidate,01 26,raw_u16be_window
2937,0xB79,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
2944,0xB80,,2,1126,eActorEnum_candidate,04 66,raw_u16be_window
2948,0xB84,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
2952,0xB88,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
2958,0xB8E,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
2962,0xB92,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
2984,0xBA8,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
2990,0xBAE,,2,1245,eActorEnum_candidate,04 DD,raw_u16be_window
3003,0xBBB,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3028,0xBD4,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3039,0xBDF,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3045,0xBE5,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
3051,0xBEB,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3057,0xBF1,,2,398,eActorEnum_candidate,01 8E,raw_u16be_window
3063,0xBF7,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3069,0xBFD,,2,401,eActorEnum_candidate,01 91,raw_u16be_window
3079,0xC07,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3086,0xC0E,,2,1134,eActorEnum_candidate,04 6E,raw_u16be_window
3090,0xC12,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
3094,0xC16,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3100,0xC1C,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
3104,0xC20,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
3126,0xC36,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3145,0xC49,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3170,0xC62,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3181,0xC6D,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3187,0xC73,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
3193,0xC79,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3199,0xC7F,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
3205,0xC85,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3211,0xC8B,,2,401,eActorEnum_candidate,01 91,raw_u16be_window
3221,0xC95,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3228,0xC9C,,2,1134,eActorEnum_candidate,04 6E,raw_u16be_window
3232,0xCA0,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
3236,0xCA4,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3242,0xCAA,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
3246,0xCAE,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
3268,0xCC4,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3287,0xCD7,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3312,0xCF0,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3323,0xCFB,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3329,0xD01,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
3335,0xD07,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3341,0xD0D,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
3347,0xD13,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3353,0xD19,,2,401,eActorEnum_candidate,01 91,raw_u16be_window
3364,0xD24,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3371,0xD2B,,2,1133,eActorEnum_candidate,04 6D,raw_u16be_window
3375,0xD2F,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
3379,0xD33,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3385,0xD39,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
3389,0xD3D,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
3411,0xD53,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3430,0xD66,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3455,0xD7F,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3466,0xD8A,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3472,0xD90,,2,395,eActorEnum_candidate,01 8B,raw_u16be_window
3478,0xD96,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3484,0xD9C,,2,395,eActorEnum_candidate,01 8B,raw_u16be_window
3490,0xDA2,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3496,0xDA8,,2,402,eActorEnum_candidate,01 92,raw_u16be_window
3506,0xDB2,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3513,0xDB9,,2,1133,eActorEnum_candidate,04 6D,raw_u16be_window
3517,0xDBD,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
3521,0xDC1,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3527,0xDC7,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
3531,0xDCB,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
3553,0xDE1,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3572,0xDF4,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3585,0xE01,,2,1048,eActorEnum_candidate,04 18,raw_u16be_window
3597,0xE0D,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3608,0xE18,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3614,0xE1E,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
3620,0xE24,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3626,0xE2A,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
3632,0xE30,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3638,0xE36,,2,294,eActorEnum_candidate,01 26,raw_u16be_window
3649,0xE41,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3656,0xE48,,2,1133,eActorEnum_candidate,04 6D,raw_u16be_window
3660,0xE4C,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
3664,0xE50,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3670,0xE56,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
3674,0xE5A,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
3696,0xE70,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3715,0xE83,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3740,0xE9C,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3751,0xEA7,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3757,0xEAD,,2,395,eActorEnum_candidate,01 8B,raw_u16be_window
3763,0xEB3,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3769,0xEB9,,2,395,eActorEnum_candidate,01 8B,raw_u16be_window
3775,0xEBF,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3781,0xEC5,,2,401,eActorEnum_candidate,01 91,raw_u16be_window
3792,0xED0,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3799,0xED7,,2,1126,eActorEnum_candidate,04 66,raw_u16be_window
3803,0xEDB,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
3807,0xEDF,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3813,0xEE5,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
3817,0xEE9,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
3827,0xEF3,,2,398,eActorEnum_candidate,01 8E,raw_u16be_window
3839,0xEFF,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3858,0xF12,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3883,0xF2B,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3894,0xF36,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3900,0xF3C,,2,395,eActorEnum_candidate,01 8B,raw_u16be_window
3906,0xF42,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3912,0xF48,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
3918,0xF4E,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3924,0xF54,,2,293,eActorEnum_candidate,01 25,raw_u16be_window
3935,0xF5F,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3942,0xF66,,2,1134,eActorEnum_candidate,04 6E,raw_u16be_window
3946,0xF6A,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
3950,0xF6E,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
3956,0xF74,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
3960,0xF78,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
3982,0xF8E,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4001,0xFA1,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4011,0xFAB,,2,1065,eActorEnum_candidate,04 29,raw_u16be_window
4015,0xFAF,,2,1049,eActorEnum_candidate,04 19,raw_u16be_window
4026,0xFBA,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4037,0xFC5,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4043,0xFCB,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
4049,0xFD1,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4055,0xFD7,,2,396,eActorEnum_candidate,01 8C,raw_u16be_window
4061,0xFDD,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4067,0xFE3,,2,293,eActorEnum_candidate,01 25,raw_u16be_window
4078,0xFEE,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4085,0xFF5,,2,1134,eActorEnum_candidate,04 6E,raw_u16be_window
4089,0xFF9,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
4093,0xFFD,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4099,0x1003,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
4103,0x1007,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
4125,0x101D,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4144,0x1030,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4169,0x1049,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4180,0x1054,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4186,0x105A,,2,400,eActorEnum_candidate,01 90,raw_u16be_window
4192,0x1060,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4198,0x1066,,2,400,eActorEnum_candidate,01 90,raw_u16be_window
4204,0x106C,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4210,0x1072,,2,293,eActorEnum_candidate,01 25,raw_u16be_window
4221,0x107D,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4228,0x1084,,2,1134,eActorEnum_candidate,04 6E,raw_u16be_window
4232,0x1088,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
4236,0x108C,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4242,0x1092,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
4246,0x1096,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
4268,0x10AC,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4287,0x10BF,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4312,0x10D8,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4323,0x10E3,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4329,0x10E9,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
4335,0x10EF,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4341,0x10F5,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
4347,0x10FB,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4353,0x1101,,2,402,eActorEnum_candidate,01 92,raw_u16be_window
4363,0x110B,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4370,0x1112,,2,1134,eActorEnum_candidate,04 6E,raw_u16be_window
4374,0x1116,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
4378,0x111A,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4384,0x1120,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
4388,0x1124,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
4410,0x113A,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4429,0x114D,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4448,0x1160,,2,1049,eActorEnum_candidate,04 19,raw_u16be_window
4454,0x1166,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4465,0x1171,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4471,0x1177,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
4477,0x117D,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4483,0x1183,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
4489,0x1189,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4495,0x118F,,2,402,eActorEnum_candidate,01 92,raw_u16be_window
4505,0x1199,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4512,0x11A0,,2,1134,eActorEnum_candidate,04 6E,raw_u16be_window
4516,0x11A4,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
4520,0x11A8,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4526,0x11AE,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
4530,0x11B2,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
4552,0x11C8,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4571,0x11DB,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4596,0x11F4,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4607,0x11FF,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4613,0x1205,,2,396,eActorEnum_candidate,01 8C,raw_u16be_window
4619,0x120B,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4625,0x1211,,2,396,eActorEnum_candidate,01 8C,raw_u16be_window
4631,0x1217,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4637,0x121D,,2,402,eActorEnum_candidate,01 92,raw_u16be_window
4648,0x1228,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4655,0x122F,,2,1126,eActorEnum_candidate,04 66,raw_u16be_window
4659,0x1233,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
4663,0x1237,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4669,0x123D,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
4673,0x1241,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
4695,0x1257,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4714,0x126A,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4739,0x1283,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4750,0x128E,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4756,0x1294,,2,396,eActorEnum_candidate,01 8C,raw_u16be_window
4762,0x129A,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4768,0x12A0,,2,396,eActorEnum_candidate,01 8C,raw_u16be_window
4774,0x12A6,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4780,0x12AC,,2,293,eActorEnum_candidate,01 25,raw_u16be_window
4791,0x12B7,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4798,0x12BE,,2,1126,eActorEnum_candidate,04 66,raw_u16be_window
4802,0x12C2,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
4806,0x12C6,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4812,0x12CC,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
4816,0x12D0,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
4838,0x12E6,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4857,0x12F9,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4882,0x1312,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4893,0x131D,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4899,0x1323,,2,395,eActorEnum_candidate,01 8B,raw_u16be_window
4905,0x1329,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4911,0x132F,,2,395,eActorEnum_candidate,01 8B,raw_u16be_window
4917,0x1335,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4923,0x133B,,2,402,eActorEnum_candidate,01 92,raw_u16be_window
4933,0x1345,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4940,0x134C,,2,1133,eActorEnum_candidate,04 6D,raw_u16be_window
4944,0x1350,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
4948,0x1354,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4954,0x135A,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
4958,0x135E,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
4974,0x136E,,2,770,eActorEnum_candidate,03 02,raw_u16be_window
4975,0x136F,,2,690,eActorEnum_candidate,02 B2,raw_u16be_window
4980,0x1374,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
4991,0x137F,,2,526,gang_actor,02 0E,raw_u16be_window
4999,0x1387,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5024,0x13A0,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5035,0x13AB,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5041,0x13B1,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
5047,0x13B7,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5053,0x13BD,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
5059,0x13C3,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5065,0x13C9,,2,293,eActorEnum_candidate,01 25,raw_u16be_window
5076,0x13D4,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5083,0x13DB,,2,1126,eActorEnum_candidate,04 66,raw_u16be_window
5087,0x13DF,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
5091,0x13E3,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5097,0x13E9,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
5101,0x13ED,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
5123,0x1403,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5142,0x1416,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5167,0x142F,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5178,0x143A,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5184,0x1440,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
5190,0x1446,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5196,0x144C,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
5202,0x1452,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5208,0x1458,,2,402,eActorEnum_candidate,01 92,raw_u16be_window
5218,0x1462,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5225,0x1469,,2,1133,eActorEnum_candidate,04 6D,raw_u16be_window
5229,0x146D,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
5233,0x1471,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5239,0x1477,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
5243,0x147B,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
5248,0x1480,,2,223,eActorEnum_candidate,00 DF,raw_u16be_window
5265,0x1491,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5284,0x14A4,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5309,0x14BD,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5320,0x14C8,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5326,0x14CE,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
5332,0x14D4,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5338,0x14DA,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
5344,0x14E0,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5350,0x14E6,,2,293,eActorEnum_candidate,01 25,raw_u16be_window
5361,0x14F1,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5368,0x14F8,,2,1126,eActorEnum_candidate,04 66,raw_u16be_window
5372,0x14FC,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
5376,0x1500,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5382,0x1506,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
5386,0x150A,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
5408,0x1520,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5427,0x1533,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5452,0x154C,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5463,0x1557,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5469,0x155D,,2,395,eActorEnum_candidate,01 8B,raw_u16be_window
5475,0x1563,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5481,0x1569,,2,395,eActorEnum_candidate,01 8B,raw_u16be_window
5487,0x156F,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5493,0x1575,,2,402,eActorEnum_candidate,01 92,raw_u16be_window
5503,0x157F,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5510,0x1586,,2,1133,eActorEnum_candidate,04 6D,raw_u16be_window
5514,0x158A,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
5518,0x158E,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5524,0x1594,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
5528,0x1598,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
5550,0x15AE,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5558,0x15B6,,2,1065,eActorEnum_candidate,04 29,raw_u16be_window
5569,0x15C1,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5594,0x15DA,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5605,0x15E5,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5611,0x15EB,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
5617,0x15F1,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5623,0x15F7,,2,397,eActorEnum_candidate,01 8D,raw_u16be_window
5629,0x15FD,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5635,0x1603,,2,294,eActorEnum_candidate,01 26,raw_u16be_window
5646,0x160E,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5653,0x1615,,2,1126,eActorEnum_candidate,04 66,raw_u16be_window
5657,0x1619,,2,56,eActorEnum_candidate,00 38,raw_u16be_window
5661,0x161D,,2,52,eActorEnum_candidate,00 34,raw_u16be_window
5667,0x1623,,2,1080,eActorEnum_candidate,04 38,raw_u16be_window
5671,0x1627,,2,313,eActorEnum_candidate,01 39,raw_u16be_window
5676,0x162C,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5677,0x162D,,2,3,eActorEnum_candidate,00 03,raw_u16be_window
5678,0x162E,,2,768,eActorEnum_candidate,03 00,raw_u16be_window
5679,0x162F,,2,55,eActorEnum_candidate,00 37,raw_u16be_window
5681,0x1631,,2,687,eActorEnum_candidate,02 AF,raw_u16be_window
5697,0x1641,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5698,0x1642,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5699,0x1643,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5700,0x1644,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5701,0x1645,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5702,0x1646,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5703,0x1647,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5704,0x1648,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5705,0x1649,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5706,0x164A,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5707,0x164B,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5708,0x164C,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5709,0x164D,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5710,0x164E,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5711,0x164F,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5712,0x1650,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5713,0x1651,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5714,0x1652,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5715,0x1653,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5716,0x1654,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5717,0x1655,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5718,0x1656,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5719,0x1657,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5720,0x1658,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5721,0x1659,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5722,0x165A,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5723,0x165B,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5724,0x165C,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5725,0x165D,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5726,0x165E,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5727,0x165F,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5728,0x1660,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5729,0x1661,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5730,0x1662,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5731,0x1663,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5732,0x1664,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5733,0x1665,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5734,0x1666,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5735,0x1667,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
5736,0x1668,,2,0,eActorEnum_candidate,00 00,raw_u16be_window
