comp_id,offset_hex,ptr_hex,owner_comp_id,owner_script,owner_gringo,query_name,user_tag,parent_transform_bone,radius,facing,local_x,local_y,local_z,local_w,use_button,use_priority_tweak,SuspendMover,FixUserMover,PlayerUsable,PositionParentActorRelative,ActorBecomesObstacle,IsMeleeAttack,GringoHandlesMovement,IsCombatFriendly,IsJumpGringo,RequiresPhysicsCheck,RequiresGroundCheck,RequiresLOSCheck,RequiresNavProbeCheck,StartUnavailable,BlockInjuryReactions,AllowAiShoot,AutoPlayForPlayer,AlwaysApproach,WaitForStill,SlowDownWhenApproaching,AllowNavigateTo,unknown_7f,vehicleish,parent_chain
925,0x24A80,0x50024A80,918,content\scripting\gringo\CommonScripts\bandito_harass,,,@GENERIC.USE,,0.5,170.2169952392578,0.12300000339746475,0.0,-0.4480000138282776,0.0,4,10,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\bandito_harass
928,0x24E00,0x50024E00,918,content\scripting\gringo\CommonScripts\bandito_harass,,,@GENERIC.USE,,0.5,80.21700286865234,1.8040000200271606,0.0,0.781000018119812,0.0,4,10,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\bandito_harass
931,0x25080,0x50025080,918,content\scripting\gringo\CommonScripts\bandito_harass,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,10,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\bandito_harass
935,0x33C00,0x50033C00,934,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,0.0,0.0,0.0,-1.2000000476837158,0.0,4,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
939,0x27180,0x50027180,938,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
943,0x35980,0x50035980,942,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
947,0x34A00,0x50034A00,946,content\scripting\gringo\CommonScripts\pitch_hay,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\pitch_hay
953,0x1C000,0x5001C000,952,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
955,0x1B900,0x5001B900,952,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,168.27735900878906,0.33364593982696533,0.0,-1.3499892950057983,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
962,0x3B700,0x5003B700,952,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,207.77410888671875,-0.5070292949676514,0.0,-1.5037063360214233,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
967,0x23900,0x50023900,966,content\scripting\gringo\CommonScripts\Mex_BeatingDanger,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Mex_BeatingDanger
969,0x23800,0x50023800,966,content\scripting\gringo\CommonScripts\Mex_BeatingDanger,,,@GENERIC.USE,,0.5,-45.0,-0.6050000190734863,0.0,0.20800000429153442,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\Mex_BeatingDanger
976,0x31700,0x50031700,975,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,3.0,180.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
984,0x1F380,0x5001F380,983,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,1.0,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
991,0x35B80,0x50035B80,987,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain
999,0x2F000,0x5002F000,998,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,90.0,1.0362000465393066,0.0,-1.233299970626831,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1003,0x2F780,0x5002F780,998,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,90.0,1.0362000465393066,0.0,0.04179999977350235,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1008,0x23380,0x50023380,1007,content\scripting\gringo\CommonScripts\LassoGringo,,,@GENERIC.USE,,1.5,180.0,0.0,0.0,0.0,0.0,4,35,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\LassoGringo
1012,0x37C00,0x50037C00,1011,content\scripting\gringo\CommonScripts\Player_Herb,,,@GENERIC.USE,,0.5,90.0,0.0,0.0,0.0,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Player_Herb
1016,0x38100,0x50038100,1011,content\scripting\gringo\CommonScripts\Player_Herb,,,@GENERIC.USE,,0.5,-90.0,-1.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Player_Herb
1020,0x2EE00,0x5002EE00,1019,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1028,0x1E400,0x5001E400,1026,content\scripting\gringo\CommonScripts\Sliding_Gate,,,@GENERIC.USE,,1.0,0.0,0.2167000025510788,0.0,1.0569000244140625,0.0,4,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Sliding_Gate
1032,0x1E280,0x5001E280,1026,content\scripting\gringo\CommonScripts\Sliding_Gate,,,@GENERIC.USE,,1.0,0.0,0.20280000567436218,0.0,1.0906000137329102,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Sliding_Gate
1036,0x1E200,0x5001E200,1026,content\scripting\gringo\CommonScripts\Sliding_Gate,,,@GENERIC.USE,,1.0,180.0,0.2167000025510788,0.0,-1.2188999652862549,0.0,4,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Sliding_Gate
1040,0x1E180,0x5001E180,1026,content\scripting\gringo\CommonScripts\Sliding_Gate,,,@GENERIC.USE,,1.0,180.0,0.015599999576807022,0.0,-0.9200000166893005,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Sliding_Gate
1046,0x39F80,0x50039F80,1045,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1050,0x22700,0x50022700,1049,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1056,0x1E080,0x5001E080,1055,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1060,0x24D00,0x50024D00,1059,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1073,0x21900,0x50021900,1072,content\scripting\gringo\CommonScripts\Mex_BeatingDanger,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Mex_BeatingDanger
1077,0x21780,0x50021780,1072,content\scripting\gringo\CommonScripts\Mex_BeatingDanger,,,@GENERIC.USE,,2.0,0.0,0.1469999998807907,0.0,0.8320000171661377,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\Mex_BeatingDanger
1084,0x1EB00,0x5001EB00,1083,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,-0.030452556908130646,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1088,0x20680,0x50020680,1087,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1090,0x20600,0x50020600,1087,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,-0.275299996137619,0.0,0.7365999817848206,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
1098,0x23480,0x50023480,1097,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1100,0x22C80,0x50022C80,1097,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,180.0,0.0,0.0,-1.4190000295639038,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
1107,0x2C700,0x5002C700,1106,content\scripting\gringo\CommonScripts\gun_giveaway_pistol,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\gun_giveaway_pistol
1109,0x2C600,0x5002C600,1106,content\scripting\gringo\CommonScripts\gun_giveaway_pistol,,,@GENERIC.USE,,0.5,180.0,0.07900000363588333,0.0,-1.5290000438690186,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\gun_giveaway_pistol
1117,0x25A00,0x50025A00,1116,content\scripting\gringo\CommonScripts\GetWantedPosterGround,,,@GENERIC.USE,,1.0,0.0,0.0,0.0,0.0,0.0,4,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GetWantedPosterGround
1123,0x2D900,0x5002D900,1122,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1127,0x21500,0x50021500,1122,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,80.0,1.0779999494552612,0.0,-1.024999976158142,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
1132,0x30B80,0x50030B80,1131,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1136,0x2B280,0x5002B280,1135,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,180.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1141,0x1DD80,0x5001DD80,1140,content\scripting\gringo\CommonScripts\GenericGringo,,,,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1147,0x38E80,0x50038E80,1146,content\scripting\gringo\CommonScripts\Player_Herb,,,@GENERIC.USE,,0.5,90.0,0.0,0.0,0.0,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Player_Herb
1151,0x39400,0x50039400,1146,content\scripting\gringo\CommonScripts\Player_Herb,,,@GENERIC.USE,,0.5,-90.0,-1.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Player_Herb
1155,0x2BC80,0x5002BC80,1154,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,270.0,-2.301800012588501,0.0,0.3425000011920929,0.0,4,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1159,0x2C680,0x5002C680,1154,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,0.0,0.0027000000700354576,0.0,2.7179999351501465,0.0,4,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1163,0x2D100,0x5002D100,1154,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,90.0,2.2750000953674316,0.0,0.10000000149011612,0.0,4,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1168,0x1A700,0x5001A700,1167,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1174,0x1A280,0x5001A280,1173,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,180.0,-0.17000000178813934,0.0,-0.5799999833106995,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1177,0x1A600,0x5001A600,1173,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,90.0,0.5,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
1185,0x35000,0x50035000,1184,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1190,0x20C80,0x50020C80,1189,content\scripting\gringo\CommonScripts\LockpickDoorGeneric,,,@GENERIC.USE,,3.0,0.0,0.0,-1.0,0.6499999761581421,0.0,4,2000,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\LockpickDoorGeneric
1193,0x21400,0x50021400,1189,content\scripting\gringo\CommonScripts\LockpickDoorGeneric,,,@GENERIC.USE,,3.0,180.0,0.0,-1.0,-0.6499999761581421,0.0,4,2000,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\LockpickDoorGeneric
1197,0x27C80,0x50027C80,1196,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1202,0x34280,0x50034280,1201,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.45399999618530273,0.0,0.7480000257492065,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1210,0x2AE00,0x5002AE00,1209,content\scripting\gringo\MultistageGringo\GenericMultistageGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.5199999809265137,0.0,4,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\MultistageGringo\GenericMultistageGringo
1218,0x3B780,0x5003B780,1217,content\scripting\gringo\CommonScripts\Door_Locked,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Door_Locked
1226,0x28C80,0x50028C80,1225,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,,,@GENERIC.USE,,0.5,180.0,0.0,0.0,0.0,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save
1230,0x1F780,0x5001F780,1229,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1234,0x27B80,0x50027B80,1233,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,180.0,0.2827000021934509,0.0,-0.9679999947547913,0.0,4,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1242,0x34400,0x50034400,1241,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1247,0x33180,0x50033180,1241,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1253,0x24F00,0x50024F00,1252,content\scripting\gringo\MultistageGringo\Multistage_MoveBox,,,@GENERIC.USE,,0.5,180.0,0.0,0.0,-0.7498000264167786,0.0,4,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\MultistageGringo\Multistage_MoveBox
1257,0x35380,0x50035380,1256,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1261,0x21180,0x50021180,1260,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1265,0x1E380,0x5001E380,1264,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1269,0x2EB00,0x5002EB00,1268,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1273,0x2D680,0x5002D680,1272,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,180.0,1.0511000156402588,0.0,2.892400026321411,0.0,4,10,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1276,0x2DC80,0x5002DC80,1272,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,90.0,2.2446000576019287,0.0,3.7142999172210693,0.0,4,10,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1280,0x2E380,0x5002E380,1272,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,1.938599944114685,0.0,5.094799995422363,0.0,4,10,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1284,0x2E880,0x5002E880,1272,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.5078999996185303,0.0,4.445700168609619,0.0,4,10,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1289,0x39080,0x50039080,1288,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1291,0x38D00,0x50038D00,1288,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,175.0,-0.476911723613739,0.0,-0.7279099225997925,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
1297,0x38A80,0x50038A80,1288,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,110.0,0.800000011920929,0.0,-0.05000000074505806,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
1301,0x38800,0x50038800,1288,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,-125.0,-1.0800000429153442,0.0,0.10000000149011612,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
1307,0x35300,0x50035300,1306,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1312,0x39600,0x50039600,1311,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1314,0x39A80,0x50039A80,1311,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,0.0,0.003000000026077032,0.0,0.6520000100135803,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
1321,0x2C300,0x5002C300,1320,content\scripting\gringo\CommonScripts\DestroyOnUse,,,,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\DestroyOnUse
1327,0x31780,0x50031780,1326,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
1330,0x31900,0x50031900,1326,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,-0.5,0.0,-0.75,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
1334,0x26E00,0x50026E00,1333,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save
