archive,archive_path,entry_path,name,extension,layer,size,offset,is_resource,resource_type,base_name,name_hash,grid_x_hex,grid_y_hex,grid_x_u16,grid_y_u16,grid_x_s16,grid_y_s16,bounds_grid_cell_size_guess,world_min_x_guess,world_min_y_guess,world_max_x_guess,world_max_y_guess 
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/10401fc0_bnd.wtb,10401fc0_bnd.wtb,.wtb,terrain_bounds_wtb,58902,111839232,True,36,10401fc0_bnd,0xBFFEB10D,1040,1fc0,4160,8128,4160,8128,64,4160,8128,4224,8192
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1a001b00_bnd.wtb,1a001b00_bnd.wtb,.wtb,terrain_bounds_wtb,27014,207538176,True,36,1a001b00_bnd,0x9E0BC2A5,1a00,1b00,6656,6912,6656,6912,64,6656,6912,6720,6976
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/15002980_bnd.wtb,15002980_bnd.wtb,.wtb,terrain_bounds_wtb,9033,164941824,True,36,15002980_bnd,0x8736E13F,1500,2980,5376,10624,5376,10624,64,5376,10624,5440,10688
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1a001ac0_bnd.wtb,1a001ac0_bnd.wtb,.wtb,terrain_bounds_wtb,7467,207529984,True,36,1a001ac0_bnd,0xC2BA6A00,1a00,1ac0,6656,6848,6656,6848,64,6656,6848,6720,6912
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/18c01dc0_bnd.wtb,18c01dc0_bnd.wtb,.wtb,terrain_bounds_wtb,41615,200929280,True,36,18c01dc0_bnd,0x9A38E2E9,18c0,1dc0,6336,7616,6336,7616,64,6336,7616,6400,7680
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/054025c0_bnd.wtb,054025c0_bnd.wtb,.wtb,terrain_bounds_wtb,76392,4845568,True,36,054025c0_bnd,0x5F90DE3F,0540,25c0,1344,9664,1344,9664,64,1344,9664,1408,9728
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/07c026c0_bnd.wtb,07c026c0_bnd.wtb,.wtb,terrain_bounds_wtb,62803,33867776,True,36,07c026c0_bnd,0x60B0DCF3,07c0,26c0,1984,9920,1984,9920,64,1984,9920,2048,9984
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0e402840_bnd.wtb,0e402840_bnd.wtb,.wtb,terrain_bounds_wtb,55960,94939136,True,36,0e402840_bnd,0x2EE72608,0e40,2840,3648,10304,3648,10304,64,3648,10304,3712,10368
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12801d00_bnd.wtb,12801d00_bnd.wtb,.wtb,terrain_bounds_wtb,17300,132599808,True,36,12801d00_bnd,0x5B53FD5A,1280,1d00,4736,7424,4736,7424,64,4736,7424,4800,7488
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0b0028c0_bnd.wtb,0b0028c0_bnd.wtb,.wtb,terrain_bounds_wtb,69795,65945600,True,36,0b0028c0_bnd,0x2C674A09,0b00,28c0,2816,10432,2816,10432,64,2816,10432,2880,10496
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12c02680_bnd.wtb,12c02680_bnd.wtb,.wtb,terrain_bounds_wtb,28554,137203712,True,36,12c02680_bnd,0x6D089737,12c0,2680,4800,9856,4800,9856,64,4800,9856,4864,9920
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0e402a40_bnd.wtb,0e402a40_bnd.wtb,.wtb,terrain_bounds_wtb,61671,95383552,True,36,0e402a40_bnd,0x045F73CC,0e40,2a40,3648,10816,3648,10816,64,3648,10816,3712,10880
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/06402740_bnd.wtb,06402740_bnd.wtb,.wtb,terrain_bounds_wtb,21699,16207872,True,36,06402740_bnd,0x077EF8F8,0640,2740,1600,10048,1600,10048,64,1600,10048,1664,10112
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/16401e00_bnd.wtb,16401e00_bnd.wtb,.wtb,terrain_bounds_wtb,13260,178706432,True,36,16401e00_bnd,0x8F1AA169,1640,1e00,5696,7680,5696,7680,64,5696,7680,5760,7744
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19001d80_bnd.wtb,19001d80_bnd.wtb,.wtb,terrain_bounds_wtb,39000,202598400,True,36,19001d80_bnd,0x46824BA7,1900,1d80,6400,7552,6400,7552,64,6400,7552,6464,7616
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/15001cc0_bnd.wtb,15001cc0_bnd.wtb,.wtb,terrain_bounds_wtb,57115,162535424,True,36,15001cc0_bnd,0x9F5FD00F,1500,1cc0,5376,7360,5376,7360,64,5376,7360,5440,7424
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0d4025c0_bnd.wtb,0d4025c0_bnd.wtb,.wtb,terrain_bounds_wtb,50288,84850688,True,36,0d4025c0_bnd,0x050FC5E8,0d40,25c0,3392,9664,3392,9664,64,3392,9664,3456,9728
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19001b40_bnd.wtb,19001b40_bnd.wtb,.wtb,terrain_bounds_wtb,45028,202381312,True,36,19001b40_bnd,0xECEA6D33,1900,1b40,6400,6976,6400,6976,64,6400,6976,6464,7040
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1ac01ac0_bnd.wtb,1ac01ac0_bnd.wtb,.wtb,terrain_bounds_wtb,27568,209815552,True,36,1ac01ac0_bnd,0x81C4B077,1ac0,1ac0,6848,6848,6848,6848,64,6848,6848,6912,6912
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/05002700_bnd.wtb,05002700_bnd.wtb,.wtb,terrain_bounds_wtb,3245,3885056,True,36,05002700_bnd,0xD5A66FA7,0500,2700,1280,9984,1280,9984,64,1280,9984,1344,10048
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/13802940_bnd.wtb,13802940_bnd.wtb,.wtb,terrain_bounds_wtb,44221,146376704,True,36,13802940_bnd,0xA69A8F78,1380,2940,4992,10560,4992,10560,64,4992,10560,5056,10624
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/11c02ac0_bnd.wtb,11c02ac0_bnd.wtb,.wtb,terrain_bounds_wtb,59648,126947328,True,36,11c02ac0_bnd,0x3759E0A9,11c0,2ac0,4544,10944,4544,10944,64,4544,10944,4608,11008
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1a0024c0_bnd.wtb,1a0024c0_bnd.wtb,.wtb,terrain_bounds_wtb,20013,208222208,True,36,1a0024c0_bnd,0xBA0E6BD8,1a00,24c0,6656,9408,6656,9408,64,6656,9408,6720,9472
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19402280_bnd.wtb,19402280_bnd.wtb,.wtb,terrain_bounds_wtb,8306,204226560,True,36,19402280_bnd,0x5DCCC5EF,1940,2280,6464,8832,6464,8832,64,6464,8832,6528,8896
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0ec02880_bnd.wtb,0ec02880_bnd.wtb,.wtb,terrain_bounds_wtb,48296,100118528,True,36,0ec02880_bnd,0x7E40C4EC,0ec0,2880,3776,10368,3776,10368,64,3776,10368,3840,10432
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0f802540_bnd.wtb,0f802540_bnd.wtb,.wtb,terrain_bounds_wtb,71938,106295296,True,36,0f802540_bnd,0x2657C695,0f80,2540,3968,9536,3968,9536,64,3968,9536,4032,9600
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/18402500_bnd.wtb,18402500_bnd.wtb,.wtb,terrain_bounds_wtb,40165,198004736,True,36,18402500_bnd,0x8F0DDEF2,1840,2500,6208,9472,6208,9472,64,6208,9472,6272,9536
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19402400_bnd.wtb,19402400_bnd.wtb,.wtb,terrain_bounds_wtb,20825,204300288,True,36,19402400_bnd,0x8517A30E,1940,2400,6464,9216,6464,9216,64,6464,9216,6528,9280
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/08802500_bnd.wtb,08802500_bnd.wtb,.wtb,terrain_bounds_wtb,61542,39786496,True,36,08802500_bnd,0xF55EA61D,0880,2500,2176,9472,2176,9472,64,2176,9472,2240,9536
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1a002040_bnd.wtb,1a002040_bnd.wtb,.wtb,terrain_bounds_wtb,6722,208050176,True,36,1a002040_bnd,0x26419252,1a00,2040,6656,8256,6656,8256,64,6656,8256,6720,8320
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/18402380_bnd.wtb,18402380_bnd.wtb,.wtb,terrain_bounds_wtb,64223,197806080,True,36,18402380_bnd,0x170CF50B,1840,2380,6208,9088,6208,9088,64,6208,9088,6272,9152
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/07402840_bnd.wtb,07402840_bnd.wtb,.wtb,terrain_bounds_wtb,28312,28735488,True,36,07402840_bnd,0xF8620D83,0740,2840,1856,10304,1856,10304,64,1856,10304,1920,10368
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0fc021c0_bnd.wtb,0fc021c0_bnd.wtb,.wtb,terrain_bounds_wtb,7345,107753472,True,36,0fc021c0_bnd,0xF398436F,0fc0,21c0,4032,8640,4032,8640,64,4032,8640,4096,8704
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0c002940_bnd.wtb,0c002940_bnd.wtb,.wtb,terrain_bounds_wtb,34282,74268672,True,36,0c002940_bnd,0x0C454688,0c00,2940,3072,10560,3072,10560,64,3072,10560,3136,10624
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0dc026c0_bnd.wtb,0dc026c0_bnd.wtb,.wtb,terrain_bounds_wtb,77892,90042368,True,36,0dc026c0_bnd,0x39426E37,0dc0,26c0,3520,9920,3520,9920,64,3520,9920,3584,9984
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12c02880_bnd.wtb,12c02880_bnd.wtb,.wtb,terrain_bounds_wtb,47771,137529344,True,36,12c02880_bnd,0x1B20F76F,12c0,2880,4800,10368,4800,10368,64,4800,10368,4864,10432
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1a001a80_bnd.wtb,1a001a80_bnd.wtb,.wtb,terrain_bounds_wtb,21042,207507456,True,36,1a001a80_bnd,0xD5F9116B,1a00,1a80,6656,6784,6656,6784,64,6656,6784,6720,6848
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0fc02540_bnd.wtb,0fc02540_bnd.wtb,.wtb,terrain_bounds_wtb,55277,108189696,True,36,0fc02540_bnd,0x3A05228A,0fc0,2540,4032,9536,4032,9536,64,4032,9536,4096,9600
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1d401cc0_bnd.wtb,1d401cc0_bnd.wtb,.wtb,terrain_bounds_wtb,1365,212150272,True,36,1d401cc0_bnd,0xD15629B9,1d40,1cc0,7488,7360,7488,7360,64,7488,7360,7552,7424
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19801c40_bnd.wtb,19801c40_bnd.wtb,.wtb,terrain_bounds_wtb,10186,204974080,True,36,19801c40_bnd,0xB5C44009,1980,1c40,6528,7232,6528,7232,64,6528,7232,6592,7296
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/06802b80_bnd.wtb,06802b80_bnd.wtb,.wtb,terrain_bounds_wtb,1922,20490240,True,36,06802b80_bnd,0x693E472A,0680,2b80,1664,11136,1664,11136,64,1664,11136,1728,11200
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1ac01e00_bnd.wtb,1ac01e00_bnd.wtb,.wtb,terrain_bounds_wtb,8679,210137088,True,36,1ac01e00_bnd,0xAE5FAB42,1ac0,1e00,6848,7680,6848,7680,64,6848,7680,6912,7744
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/15402640_bnd.wtb,15402640_bnd.wtb,.wtb,terrain_bounds_wtb,40973,167587840,True,36,15402640_bnd,0x3BFE2AF0,1540,2640,5440,9792,5440,9792,64,5440,9792,5504,9856
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0e402b40_bnd.wtb,0e402b40_bnd.wtb,.wtb,terrain_bounds_wtb,15108,95625216,True,36,0e402b40_bnd,0x6A5ED914,0e40,2b40,3648,11072,3648,11072,64,3648,11072,3712,11136
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/07002980_bnd.wtb,07002980_bnd.wtb,.wtb,terrain_bounds_wtb,88851,26343424,True,36,07002980_bnd,0xE75FCA95,0700,2980,1792,10624,1792,10624,64,1792,10624,1856,10688
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/10802b40_bnd.wtb,10802b40_bnd.wtb,.wtb,terrain_bounds_wtb,15789,116549632,True,36,10802b40_bnd,0x78DCA7C7,1080,2b40,4224,11072,4224,11072,64,4224,11072,4288,11136
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/14801e40_bnd.wtb,14801e40_bnd.wtb,.wtb,terrain_bounds_wtb,32666,156157952,True,36,14801e40_bnd,0x0EDE4AB5,1480,1e40,5248,7744,5248,7744,64,5248,7744,5312,7808
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/14801d00_bnd.wtb,14801d00_bnd.wtb,.wtb,terrain_bounds_wtb,26018,155873280,True,36,14801d00_bnd,0x9E6F06F9,1480,1d00,5248,7424,5248,7424,64,5248,7424,5312,7488
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0e402b00_bnd.wtb,0e402b00_bnd.wtb,.wtb,terrain_bounds_wtb,67532,95557632,True,36,0e402b00_bnd,0xC6EFC060,0e40,2b00,3648,11008,3648,11008,64,3648,11008,3712,11072
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0d802040_bnd.wtb,0d802040_bnd.wtb,.wtb,terrain_bounds_wtb,23958,86108160,True,36,0d802040_bnd,0xA827BD6D,0d80,2040,3456,8256,3456,8256,64,3456,8256,3520,8320
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/15001f00_bnd.wtb,15001f00_bnd.wtb,.wtb,terrain_bounds_wtb,58588,162840576,True,36,15001f00_bnd,0x4F6D2126,1500,1f00,5376,7936,5376,7936,64,5376,7936,5440,8000
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1b001cc0_bnd.wtb,1b001cc0_bnd.wtb,.wtb,terrain_bounds_wtb,13204,210552832,True,36,1b001cc0_bnd,0xAA830152,1b00,1cc0,6912,7360,6912,7360,64,6912,7360,6976,7424
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/10c022c0_bnd.wtb,10c022c0_bnd.wtb,.wtb,terrain_bounds_wtb,41378,117563392,True,36,10c022c0_bnd,0xB5CA967E,10c0,22c0,4288,8896,4288,8896,64,4288,8896,4352,8960
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/09402180_bnd.wtb,09402180_bnd.wtb,.wtb,terrain_bounds_wtb,45382,48152576,True,36,09402180_bnd,0x7925E45F,0940,2180,2368,8576,2368,8576,64,2368,8576,2432,8640
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0ac02940_bnd.wtb,0ac02940_bnd.wtb,.wtb,terrain_bounds_wtb,19353,64129024,True,36,0ac02940_bnd,0x42341D9F,0ac0,2940,2752,10560,2752,10560,64,2752,10560,2816,10624
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/17802400_bnd.wtb,17802400_bnd.wtb,.wtb,terrain_bounds_wtb,32052,191772672,True,36,17802400_bnd,0xDF2984FB,1780,2400,6016,9216,6016,9216,64,6016,9216,6080,9280
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1a801dc0_bnd.wtb,1a801dc0_bnd.wtb,.wtb,terrain_bounds_wtb,17004,209426432,True,36,1a801dc0_bnd,0x8F737969,1a80,1dc0,6784,7616,6784,7616,64,6784,7616,6848,7680
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12802700_bnd.wtb,12802700_bnd.wtb,.wtb,terrain_bounds_wtb,42817,134160384,True,36,12802700_bnd,0xE098C0F3,1280,2700,4736,9984,4736,9984,64,4736,9984,4800,10048
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/11402080_bnd.wtb,11402080_bnd.wtb,.wtb,terrain_bounds_wtb,14808,121255936,True,36,11402080_bnd,0x37C1E175,1140,2080,4416,8320,4416,8320,64,4416,8320,4480,8384
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/07c02100_bnd.wtb,07c02100_bnd.wtb,.wtb,terrain_bounds_wtb,28290,32221184,True,36,07c02100_bnd,0x95C12847,07c0,2100,1984,8448,1984,8448,64,1984,8448,2048,8512
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19c02180_bnd.wtb,19c02180_bnd.wtb,.wtb,terrain_bounds_wtb,7925,206766080,True,36,19c02180_bnd,0x9733A462,19c0,2180,6592,8576,6592,8576,64,6592,8576,6656,8640
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12002780_bnd.wtb,12002780_bnd.wtb,.wtb,terrain_bounds_wtb,74797,128821248,True,36,12002780_bnd,0x964EA3B4,1200,2780,4608,10112,4608,10112,64,4608,10112,4672,10176
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/15801b80_bnd.wtb,15801b80_bnd.wtb,.wtb,terrain_bounds_wtb,19172,168318976,True,36,15801b80_bnd,0xE02AF792,1580,1b80,5504,7040,5504,7040,64,5504,7040,5568,7104
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19c02380_bnd.wtb,19c02380_bnd.wtb,.wtb,terrain_bounds_wtb,11859,206845952,True,36,19c02380_bnd,0x8CCAF316,19c0,2380,6592,9088,6592,9088,64,6592,9088,6656,9152
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/178023c0_bnd.wtb,178023c0_bnd.wtb,.wtb,terrain_bounds_wtb,72093,191698944,True,36,178023c0_bnd,0x6069236A,1780,23c0,6016,9152,6016,9152,64,6016,9152,6080,9216
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1b801e40_bnd.wtb,1b801e40_bnd.wtb,.wtb,terrain_bounds_wtb,3450,211453952,True,36,1b801e40_bnd,0x0CDD14AA,1b80,1e40,7040,7744,7040,7744,64,7040,7744,7104,7808
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1c401d40_bnd.wtb,1c401d40_bnd.wtb,.wtb,terrain_bounds_wtb,1054,211888128,True,36,1c401d40_bnd,0xFEE24E15,1c40,1d40,7232,7488,7232,7488,64,7232,7488,7296,7552
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/08802740_bnd.wtb,08802740_bnd.wtb,.wtb,terrain_bounds_wtb,51882,40947712,True,36,08802740_bnd,0x3D198F61,0880,2740,2176,10048,2176,10048,64,2176,10048,2240,10112
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/13401d80_bnd.wtb,13401d80_bnd.wtb,.wtb,terrain_bounds_wtb,42445,141629440,True,36,13401d80_bnd,0x69E9A46F,1340,1d80,4928,7552,4928,7552,64,4928,7552,4992,7616
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/15c02b40_bnd.wtb,15c02b40_bnd.wtb,.wtb,terrain_bounds_wtb,9241,174323712,True,36,15c02b40_bnd,0xB8B3DBDD,15c0,2b40,5568,11072,5568,11072,64,5568,11072,5632,11136
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0bc02980_bnd.wtb,0bc02980_bnd.wtb,.wtb,terrain_bounds_wtb,40685,72669184,True,36,0bc02980_bnd,0xC87A0917,0bc0,2980,3008,10624,3008,10624,64,3008,10624,3072,10688
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/16402280_bnd.wtb,16402280_bnd.wtb,.wtb,terrain_bounds_wtb,60333,179595264,True,36,16402280_bnd,0x895C7B23,1640,2280,5696,8832,5696,8832,64,5696,8832,5760,8896
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/15c01c00_bnd.wtb,15c01c00_bnd.wtb,.wtb,terrain_bounds_wtb,87822,171503616,True,36,15c01c00_bnd,0x25BA1907,15c0,1c00,5568,7168,5568,7168,64,5568,7168,5632,7232
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0e002700_bnd.wtb,0e002700_bnd.wtb,.wtb,terrain_bounds_wtb,26228,92252160,True,36,0e002700_bnd,0x37F2847C,0e00,2700,3584,9984,3584,9984,64,3584,9984,3648,10048
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0d001f80_bnd.wtb,0d001f80_bnd.wtb,.wtb,terrain_bounds_wtb,10056,80947200,True,36,0d001f80_bnd,0x62724AF8,0d00,1f80,3328,8064,3328,8064,64,3328,8064,3392,8128
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/15c02340_bnd.wtb,15c02340_bnd.wtb,.wtb,terrain_bounds_wtb,80856,173172736,True,36,15c02340_bnd,0xF033D377,15c0,2340,5568,9024,5568,9024,64,5568,9024,5632,9088
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/10c02240_bnd.wtb,10c02240_bnd.wtb,.wtb,terrain_bounds_wtb,29682,117493760,True,36,10c02240_bnd,0x50D2B490,10c0,2240,4288,8768,4288,8768,64,4288,8768,4352,8832
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/17802440_bnd.wtb,17802440_bnd.wtb,.wtb,terrain_bounds_wtb,24438,191805440,True,36,17802440_bnd,0xEE403165,1780,2440,6016,9280,6016,9280,64,6016,9280,6080,9344
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/08402100_bnd.wtb,08402100_bnd.wtb,.wtb,terrain_bounds_wtb,27028,36849664,True,36,08402100_bnd,0xFC9E07C1,0840,2100,2112,8448,2112,8448,64,2112,8448,2176,8512
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/16401dc0_bnd.wtb,16401dc0_bnd.wtb,.wtb,terrain_bounds_wtb,112920,178591744,True,36,16401dc0_bnd,0x854B987A,1640,1dc0,5696,7616,5696,7616,64,5696,7616,5760,7680
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0a802800_bnd.wtb,0a802800_bnd.wtb,.wtb,terrain_bounds_wtb,24354,61831168,True,36,0a802800_bnd,0x01A7E4E9,0a80,2800,2688,10240,2688,10240,64,2688,10240,2752,10304
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0c802900_bnd.wtb,0c802900_bnd.wtb,.wtb,terrain_bounds_wtb,76497,78225408,True,36,0c802900_bnd,0xCB75F4D4,0c80,2900,3200,10496,3200,10496,64,3200,10496,3264,10560
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0a802540_bnd.wtb,0a802540_bnd.wtb,.wtb,terrain_bounds_wtb,64486,61216768,True,36,0a802540_bnd,0xB4A9A613,0a80,2540,2688,9536,2688,9536,64,2688,9536,2752,9600
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/17c01cc0_bnd.wtb,17c01cc0_bnd.wtb,.wtb,terrain_bounds_wtb,31985,192440320,True,36,17c01cc0_bnd,0x67D3AAF7,17c0,1cc0,6080,7360,6080,7360,64,6080,7360,6144,7424
