sector_offset,sector_offset_hex,sector_name,sector_scope,bound_min,bound_max,flags,resident_status,district,ref_count,props_offset,props_count,props_ptr_hex,doors_attributes_offset,doors_attributes_count,doors_attributes_ptr_hex,children_offset,children_count,children_ptr_hex,child_ptrs_offset,child_ptrs_count,child_ptrs_ptr_hex,drawable_instances_offset,drawable_instances_count,drawable_instances_ptr_hex,drawable_instances2_offset,drawable_instances2_count,drawable_instances2_ptr_hex,occluders_offset,occluders_count,occluders_ptr_hex,locators_offset,locators_count,locators_ptr_hex,wsi_source
1544672,0x001791E0,blk_generalBuilding02props01x,blackwater,"[744.782104, 78.46389, 1291.622314, 9.280031]","[760.28479, 84.990395, 1299.467529, 3.263252]",0x00000007,85,0,205,1334224,21,0x50145BD0,2462300,0,0x5025925C,,0,,,0,,1635712,2,0x5018F580,1491520,4,0x5016C240,,0,,,16080,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1545152,0x001793C0,blk_slumHouse04Props01x,blackwater,"[710.133545, 78.288544, 1406.620728, 11.132373]","[725.5578, 82.133942, 1422.209961, 1.922699]",0x00000007,85,0,205,1507856,11,0x50170210,2462208,0,0x50259200,,0,,,0,,1163264,10,0x5011C000,1048576,20,0x50100000,,0,,,15936,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1545632,0x001795A0,blk_undertaker01x,blackwater,"[765.821777, 78.038605, 1272.365601, 9.511644]","[780.814758, 84.486176, 1282.139282, 3.223785]",0x00000007,85,0,205,,0,,2462548,0,0x50259354,,0,,,0,,1693216,1,0x5019D620,1443952,5,0x50160870,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1546112,0x00179780,blk_generalBuilding09x,blackwater,"[693.737061, 78.137337, 1342.768433, 7.467655]","[701.598633, 84.272491, 1353.886841, 3.067577]",0x00000007,85,0,205,,0,,2462200,0,0x502591F8,,0,,,0,,1700736,1,0x5019F380,1442512,5,0x501602D0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1546592,0x00179960,blk_swCafe_west01x,blackwater,"[740.565552, 78.167686, 1375.886475, 22.202642]","[782.654419, 78.67878, 1390.031982, 0.255547]",0x00000007,85,0,205,,0,,2462164,0,0x502591D4,,0,,,0,,1702528,1,0x5019FA80,1031904,2,0x500FBEE0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1547072,0x00179B40,blk_generalBuilding09Props01x,blackwater,"[694.056091, 78.291122, 1343.478271, 7.942828]","[701.266418, 83.551659, 1356.619507, 2.630268]",0x00000007,85,0,205,1483392,13,0x5016A280,2462736,0,0x50259410,,0,,,0,,1350272,4,0x50149A80,1290240,8,0x5013B000,,0,,,1056,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1547552,0x00179D20,blk_residence01x,blackwater,"[594.150879, 80.546989, 1366.15686, 12.04623]","[610.306396, 90.702873, 1380.864136, 5.077942]",0x00000007,85,0,205,,0,,2462092,0,0x5025918C,,0,,,0,,1699104,1,0x5019ED20,1455520,5,0x501635A0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1548288,0x0017A000,blk_policeStation_int_02x,blackwater,"[761.050537, 79.394699, 1226.261719, 12.976868]","[778.809937, 87.366196, 1243.427246, 3.985748]",0x00000007,2147483733,0,205,,0,,2462384,0,0x502592B0,,0,,,0,,1468384,3,0x501667E0,1368064,6,0x5014E000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1548768,0x0017A1E0,blk_swTheater_east01x,blackwater,"[690.697021, 78.223343, 1257.773438, 20.095667]","[730.501953, 80.143143, 1262.991211, 0.9599]",0x00000005,85,0,205,,0,,2462104,0,0x50259198,,0,,,0,,1701856,1,0x5019F7E0,1035984,2,0x500FCED0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1549728,0x0017A5A0,blk_residence05Props01x,blackwater,"[778.302612, 81.534645, 1392.49292, 32.639565]","[827.678223, 95.102013, 1432.981689, 6.783684]",0x00000007,85,0,205,440384,41,0x5006B840,2462140,0,0x502591BC,,0,,,0,,458752,62,0x50070000,327680,123,0x50050000,,0,,,14880,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1550688,0x0017A960,blk_bank_int_shade_02x,blackwater,"[686.079468, 83.482864, 1237.508301, 4.799643]","[693.132446, 86.268509, 1243.394043, 1.392822]",0x00000003,85,0,205,,0,,2462332,0,0x5025927C,,0,,,0,,1702080,1,0x5019F8C0,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1551168,0x0017AB40,blk_restaraunt01x,blackwater,"[741.69342, 78.27829, 1299.503174, 10.295008]","[757.865906, 87.752403, 1308.026123, 4.261475]",0x00000007,85,0,205,1879952,1,0x501CAF90,2462328,0,0x50259278,,0,,,0,,1704608,1,0x501A02A0,1449984,5,0x50162000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1552384,0x0017B000,blk_slumHouse02Props01x,blackwater,"[654.939514, 75.050117, 1414.481934, 9.451085]","[664.688843, 83.49958, 1428.296753, 4.224731]",0x0000000F,85,0,205,1660800,8,0x50195780,2462264,0,0x50259238,,0,,,0,,1269760,6,0x50136000,1242816,12,0x5012F6C0,,0,,,27456,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1552864,0x0017B1E0,blk_generalBuilding05Props01x,blackwater,"[657.804504, 78.033287, 1366.562744, 13.023734]","[680.12561, 86.6978, 1376.817749, 4.332256]",0x00000005,85,0,205,1394272,17,0x50154660,2462708,0,0x502593F4,,0,,,0,,1637504,2,0x5018FC80,1682240,2,0x5019AB40,,0,,,12288,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1553344,0x0017B3C0,blk_archeologist01Props02x,blackwater,"[744.469849, 78.45591, 1275.354248, 8.920557]","[759.93634, 85.095459, 1281.271118, 2.958435]",0x00000005,85,0,205,1505440,11,0x5016F8A0,2462428,0,0x502592DC,,0,,,0,,1701408,1,0x5019F620,1649616,3,0x50192BD0,,0,,,22016,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1553824,0x0017B5A0,blk_photography01x,blackwater,"[717.527832, 78.27375, 1367.714355, 7.316467]","[728.036133, 83.872002, 1376.220703, 2.799126]",0x00000007,85,0,205,,0,,2462584,0,0x50259378,,0,,,0,,1702976,1,0x5019FC40,1422032,5,0x5015B2D0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1554304,0x0017B780,blk_swHotel_north01x,blackwater,"[740.955566, 77.99823, 1257.810791, 38.631557]","[760.008545, 81.266968, 1332.616455, 1.634369]",0x00000005,85,0,205,,0,,2462388,0,0x502592B4,,0,,,0,,1703936,1,0x501A0000,1685184,2,0x5019B6C0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1554784,0x0017B960,blk_generalStore01x,blackwater,"[742.23999, 78.069901, 1309.446899, 16.451893]","[765.683594, 90.027115, 1329.197388, 5.978607]",0x00000007,85,0,205,,0,,2462436,0,0x502592E4,,0,,,0,,1705280,1,0x501A0540,1329152,7,0x50144800,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1555264,0x0017BB40,blk_doctorsOffice_int_shade_01x,blackwater,"[717.814453, 79.59108, 1361.956665, 4.940742]","[726.424683, 81.307022, 1366.491333, 0.857971]",0x00000001,2147483733,0,205,,0,,2462096,0,0x50259190,,0,,,0,,1701632,1,0x5019F700,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1555744,0x0017BD20,blk_gunshop_int_Props01x,blackwater,"[769.860413, 78.663338, 1315.266724, 5.47639]","[778.382751, 82.26722, 1321.127197, 1.801941]",0x0000000F,85,0,205,930592,68,0x500E3320,2462592,0,0x50259380,,0,,,0,,1019904,18,0x500F9000,999424,30,0x500F4000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1556960,0x0017C1E0,blk_doctorsOffice01Props01x,blackwater,"[717.57605, 78.450027, 1361.381226, 6.295314]","[727.368347, 83.780777, 1367.230835, 2.665375]",0x00000007,85,0,205,1681664,6,0x5019A900,1851572,15,0x501C40B4,,0,,,0,,1311840,5,0x50140460,801792,7,0x500C3C00,,0,,,12032,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1557440,0x0017C3C0,blk_bank01_int_Props01x,blackwater,"[676.639526, 79.284691, 1226.303223, 12.552073]","[693.135315, 87.339958, 1243.42688, 4.027634]",0x0000000F,85,0,205,1191936,45,0x50123000,1850928,15,0x501C3E30,,0,,,0,,974848,20,0x500EE000,851968,37,0x500D0000,,0,,,44704,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1558400,0x0017C780,blk_policeStation01_int_props02x,blackwater,"[761.089783, 80.712639, 1226.45813, 12.345693]","[777.780884, 87.281807, 1243.42627, 3.284584]",0x0000000F,85,0,205,865344,62,0x500D3440,1852292,15,0x501C4384,,0,,,0,,283200,52,0x50045240,313632,97,0x5004C920,,0,,,14496,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1558880,0x0017C960,blk_archeologist01Props01x,blackwater,"[745.31543, 78.438431, 1274.47583, 8.377001]","[759.695862, 82.460754, 1282.073242, 2.011162]",0x0000000F,85,0,205,950272,99,0x500E8000,2462700,0,0x502593EC,,0,,,0,,540672,54,0x50084000,345392,101,0x50054530,,0,,,62736,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1559360,0x0017CB40,blk_feedStore01Props01x,blackwater,"[764.321777, 78.4132, 1322.674927, 8.991796]","[780.451416, 81.055122, 1330.175903, 1.320961]",0x00000007,85,0,205,1657968,8,0x50194C70,2462144,0,0x502591C0,,0,,,0,,1124752,7,0x50112990,1185952,13,0x501218A0,,0,,,20864,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1559840,0x0017CD20,blk_generalBuilding08Props01x,blackwater,"[694.413696, 78.278679, 1359.314453, 8.80032]","[709.272156, 82.820663, 1367.583618, 2.270992]",0x00000005,85,0,205,1408048,16,0x50157C30,2462472,0,0x50259308,,0,,,0,,1469728,3,0x50166D20,1376256,6,0x50150000,,0,,,7328,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1560576,0x0017D000,blk_trainstation_int_01x,blackwater,"[657.936523, 78.732635, 1306.560547, 9.588481]","[667.763794, 83.688629, 1322.264648, 2.477997]",0x00000007,2147483733,0,205,,0,,2462460,0,0x502592FC,,0,,,0,,1641536,2,0x50190C40,1647888,3,0x50192510,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1561056,0x0017D1E0,blk_residence02Props01x,blackwater,"[727.052551, 67.193932, 1440.324951, 17.386631]","[748.692261, 91.753685, 1452.060425, 5.867737]",0x00000007,85,0,205,1387040,18,0x50152A20,2462676,0,0x502593D4,,0,,,0,,1348480,4,0x50149380,1141040,12,0x50116930,,0,,,52608,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1561536,0x0017D3C0,blk_swTheater_south01x,blackwater,"[714.311646, 77.998245, 1261.922852, 34.363934]","[730.538452, 81.454636, 1328.618164, 1.728195]",0x00000005,85,0,205,,0,,2462496,0,0x50259320,,0,,,0,,1708480,1,0x501A11C0,1679936,2,0x5019A240,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1562496,0x0017D780,blk_swRoad_all01x,blackwater,"[690.931274, 78.216339, 1245.345947, 81.061523]","[784.747192, 78.32106, 1377.567139, 0.052361]",0x00000007,85,0,205,,0,,2462312,0,0x50259268,,0,,,0,,1697536,1,0x5019E700,1507024,2,0x5016FED0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1562976,0x0017D960,blk_saloon01Props01x,blackwater,"[705.454895, 78.22541, 1306.284302, 19.814703]","[732.022034, 84.976685, 1334.904175, 3.375637]",0x00000007,85,0,205,1060864,56,0x50103000,1851752,15,0x501C4168,,0,,,0,,616960,25,0x50096A00,696928,51,0x500AA260,,0,,,54976,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1563456,0x0017DB40,blk_underConstruction02Props01x,blackwater,"[740.540344, 75.590714, 1367.046143, 9.356884]","[757.171997, 80.477577, 1374.096802, 2.443432]",0x00000007,85,0,205,1657584,8,0x50194AF0,2462608,0,0x50259390,,0,,,0,,1272448,6,0x50136A80,1245184,12,0x50130000,,0,,,19952,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1564672,0x0017E000,blk_swTheater_north01x,blackwater,"[690.642212, 77.999557, 1261.923828, 34.991119]","[711.579102, 81.454636, 1328.611328, 1.727539]",0x00000005,85,0,205,,0,,2462128,0,0x502591B0,,0,,,0,,1708032,1,0x501A1000,1645968,3,0x50191D90,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1565152,0x0017E1E0,blk_sidewalk01Props01x,blackwater,"[739.450928, 78.057205, 1245.739624, 53.558041]","[783.862549, 87.432274, 1342.763184, 4.687534]",0x00000005,85,0,205,1490352,12,0x5016BDB0,2462184,0,0x502591E8,,0,,,0,,971264,16,0x500ED200,925696,34,0x500E2000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1565632,0x0017E3C0,blk_hotel01Props01x,blackwater,"[744.875671, 78.471008, 1261.826904, 13.075891]","[762.915344, 93.02462, 1273.937988, 6.055542]",0x00000005,85,0,205,1226704,37,0x5012B7D0,1851452,15,0x501C403C,,0,,,0,,1629952,1,0x5018DF00,1719728,1,0x501A3DB0,,0,,,37152,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1566112,0x0017E5A0,blk_furnitureStore01x,blackwater,"[671.250977, 78.187576, 1378.820801, 7.715499]","[681.508545, 83.828583, 1388.874512, 2.820503]",0x00000007,85,0,205,,0,,2462052,0,0x50259164,,0,,,0,,1690240,1,0x5019CA80,1454800,5,0x501632D0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1566592,0x0017E780,blk_swCityHall_north01x,blackwater,"[664.325684, 78.230515, 1174.416504, 116.667503]","[783.372925, 81.779541, 1375.066406, 1.774513]",0x00000007,85,0,205,,0,,2462740,0,0x50259414,,0,,,0,,1694112,1,0x5019D9A0,1496192,4,0x5016D480,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1567072,0x0017E960,blk_generalStore_int_01x,blackwater,"[744.667603, 78.608047, 1320.671875, 9.421489]","[759.389038, 87.361832, 1328.527344, 3.927734]",0x00000007,2147483733,0,205,,0,,2462500,0,0x50259324,,0,,,0,,1638400,2,0x50190000,1381216,6,0x50151360,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1567552,0x0017EB40,blk_generalBuilding07x,blackwater,"[691.993652, 78.268852, 1359.593384, 14.812418]","[711.98584, 86.489212, 1379.850952, 4.11018]",0x00000007,85,0,205,1710304,4,0x501A18E0,2462648,0,0x502593B8,,0,,,0,,1706400,1,0x501A09A0,1456960,5,0x50163B40,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1569248,0x0017F1E0,blk_docks02x,blackwater,"[793.378296, 70.310806, 1267.977051, 36.173985]","[817.549683, 79.806213, 1335.503418, 4.747704]",0x00000007,85,0,205,,0,,2462612,0,0x50259394,,0,,,0,,1691360,1,0x5019CEE0,1439856,5,0x5015F870,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1569728,0x0017F3C0,blk_furnitureStore01Props01x,blackwater,"[665.496643, 69.434402, 1378.766235, 11.78473]","[683.52533, 80.77404, 1388.860718, 5.047241]",0x00000007,85,0,205,1380352,18,0x50151000,2462724,0,0x50259404,,0,,,0,,1171456,10,0x5011E000,849376,18,0x500CF5E0,,0,,,42112,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1570208,0x0017F5A0,blk_barn01x,blackwater,"[575.07605, 85.361694, 1312.490601, 16.651054]","[594.213745, 96.38591, 1337.415405, 5.512108]",0x00000007,85,0,205,,0,,2462520,0,0x50259338,,0,,,0,,1696416,1,0x5019E2A0,1649184,3,0x50192A20,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1570688,0x0017F780,blackwater01,blackwater,"[664.325684, 77.453171, 1174.356201, 117.602837]","[784.685425, 100.919472, 1375.066406, 11.73315]",0x00000008,85,0,205,,0,,2462424,0,0x502592D8,,0,,1784304,24,0x501B39F0,,0,,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1571168,0x0017F960,blk_church_int_01x,blackwater,"[549.767822, 94.407578, 1182.210449, 13.170878]","[566.609497, 100.845642, 1201.414551, 3.219032]",0x00000007,2147483733,0,205,,0,,2462232,0,0x50259218,,0,,,0,,1640192,2,0x50190700,753072,4,0x500B7DB0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1571648,0x0017FB40,blk_generalBuilding19x,blackwater,"[693.899353, 78.133568, 1301.322632, 8.732985]","[703.96405, 87.601326, 1312.005493, 4.733879]",0x00000007,85,0,205,,0,,2462488,0,0x50259318,,0,,,0,,1704832,1,0x501A0380,1451424,5,0x501625A0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1572128,0x0017FD20,blk_corral01x,blackwater,"[548.574951, 84.54258, 1297.295166, 34.20488]","[593.935791, 89.552376, 1348.257812, 2.504898]",0x00000007,85,0,205,,0,,2462024,0,0x50259148,,0,,,0,,1696192,1,0x5019E1C0,1377984,6,0x501506C0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1572864,0x00180000,blk_hotel01_int_Props01x,blackwater,"[744.880005, 78.446907, 1261.918335, 12.405292]","[762.764465, 90.88224, 1273.795776, 5.938721]",0x0000000F,85,0,205,868352,108,0x500D4000,1850868,15,0x501C3DF4,,0,,,0,,606208,48,0x50094000,524288,88,0x50080000,,0,,,16128,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1573344,0x001801E0,blk_theatre_int_01x,blackwater,"[697.958618, 78.698975, 1278.63501, 18.503054]","[726.383911, 87.594421, 1300.596924, 4.447723]",0x00000007,2147483733,0,205,,0,,2462580,0,0x50259374,,0,,,0,,1458848,3,0x501642A0,1448768,5,0x50161B40,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1574304,0x001805A0,blk_restaraunt01Props01x,blackwater,"[739.762756, 77.959839, 1296.099121, 11.198585]","[757.743103, 86.394737, 1306.452515, 4.217449]",0x00000005,85,0,205,1407280,16,0x50157930,2462572,0,0x5025936C,,0,,,0,,1636608,2,0x5018F900,1488048,4,0x5016B4B0,,0,,,23504,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1574784,0x00180780,blk_undertaker01Props01x,blackwater,"[767.74646, 77.975227, 1272.926758, 7.707416]","[779.840088, 81.909515, 1281.637817, 1.967144]",0x00000007,85,0,205,1486848,13,0x5016B000,2462468,0,0x50259304,,0,,,0,,1353472,4,0x5014A700,1490944,4,0x5016C000,,0,,,24176,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1575264,0x00180960,blk_generalBuilding06Props01x,blackwater,"[662.822327, 75.358437, 1360.31665, 10.986197]","[680.803101, 86.131096, 1366.906616, 3.294983]",0x0000000C,85,0,205,1484640,13,0x5016A760,2461992,0,0x50259128,,0,,,0,,1686880,1,0x5019BD60,1683744,2,0x5019B120,,0,,,45920,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1575744,0x00180B40,blk_generalBuilding15Props01x,blackwater,"[711.362976, 72.214966, 1271.321899, 10.630008]","[726.60791, 85.386421, 1278.111084, 3.394592]",0x00000007,85,0,205,1642944,9,0x501911C0,2462636,0,0x502593AC,,0,,,0,,1312960,5,0x501408C0,1083904,10,0x50108A00,,0,,,24912,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1576224,0x00180D20,blk_butcher01Props01x,blackwater,"[764.378723, 78.336235, 1282.579468, 9.58647]","[782.23999, 81.534607, 1288.771973, 1.599186]",0x00000007,85,0,205,1260352,25,0x50133B40,2462376,0,0x502592A8,,0,,,0,,1637056,2,0x5018FAC0,1363376,4,0x5014CDB0,,0,,,7936,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1576960,0x00181000,blk_policeStation01x,blackwater,"[758.076538, 78.412979, 1225.717896, 15.625695]","[780.203491, 90.253677, 1244.341675, 5.920349]",0x00000007,85,0,205,,0,,2462032,0,0x50259150,,0,,,0,,1708928,1,0x501A1380,1275200,9,0x50137540,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1577440,0x001811E0,blk_freightstation01x,blackwater,"[666.125977, 77.992485, 1321.959229, 13.11348]","[681.126953, 86.601234, 1341.675049, 4.304375]",0x00000007,85,0,205,,0,,2462564,0,0x50259364,,0,,,0,,1707744,1,0x501A0EE0,1454080,5,0x50163000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1577920,0x001813C0,blk_generalBuilding12Props01x,blackwater,"[744.464905, 78.531906, 1357.786621, 5.94486]","[754.050171, 81.153419, 1364.314697, 1.310757]",0x00000005,85,0,205,1459520,14,0x50164540,2462684,0,0x502593DC,,0,,,0,,1698208,1,0x5019E9A0,1676128,2,0x50199360,,0,,,30112,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1578400,0x001815A0,blk_swHotel_south01x,blackwater,"[760.073364, 77.998245, 1257.908203, 39.053459]","[782.614624, 81.315536, 1332.618164, 1.658646]",0x00000005,85,0,205,,0,,2462084,0,0x50259184,,0,,,0,,1688000,1,0x5019C1C0,1677280,2,0x501997E0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1578880,0x00181780,blk_swHotel_west01x,blackwater,"[744.999023, 77.99823, 1326.833984, 17.05097]","[778.594482, 78.491928, 1332.668701, 0.246849]",0x00000005,85,0,205,,0,,2462188,0,0x502591EC,,0,,,0,,1707520,1,0x501A0E00,1676704,2,0x501995A0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1579360,0x00181960,blk_church01Props01x,blackwater,"[549.80127, 94.526871, 1182.099609, 13.554178]","[567.40448, 101.813904, 1201.384033, 3.643517]",0x00000005,85,0,205,1100192,34,0x5010C9A0,1851392,15,0x501C4000,,0,,,0,,1697088,1,0x5019E540,1674656,2,0x50198DA0,,0,,,8192,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1579840,0x00181B40,blk_residence05x,blackwater,"[778.231628, 82.72908, 1403.148438, 15.303003]","[798.263977, 95.416046, 1422.499756, 6.343483]",0x00000007,85,0,205,,0,,2462620,0,0x5025939C,,0,,,0,,1694560,1,0x5019DB60,1377120,6,0x50150360,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1580320,0x00181D20,blk_policeStation01props01x,blackwater,"[758.951965, 79.471245, 1226.178101, 13.402487]","[777.947937, 87.001846, 1243.526001, 3.765301]",0x00000005,85,0,205,1315872,22,0x50141420,1851932,15,0x501C421C,,0,,,0,,1692320,1,0x5019D2A0,1683456,2,0x5019B000,,0,,,22784,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1581056,0x00182000,blk_docks01Props01x,blackwater,"[795.762024, 61.159431, 1226.722534, 39.847942]","[859.640991, 84.771393, 1268.115601, 11.805981]",0x00000007,85,0,205,1187840,46,0x50122000,2462404,0,0x502592C4,,0,,,0,,794624,32,0x500C2000,671744,66,0x500A4000,,0,,,55488,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1581536,0x001821E0,blk_laundry01x,blackwater,"[769.138672, 78.305847, 1296.654053, 7.48198]","[780.203491, 85.353409, 1303.852783, 3.523781]",0x00000007,85,0,205,,0,,2462416,0,0x502592D0,,0,,,0,,1584896,1,0x50182F00,1428288,5,0x5015CB40,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1582496,0x001825A0,blk_bank01_int_Props02x,blackwater,"[676.459167, 83.482758, 1226.250244, 12.132993]","[693.185913, 87.505363, 1243.36377, 2.011303]",0x0000000F,85,0,205,1284608,26,0x50139A00,1851288,15,0x501C3F98,,0,,,0,,568704,21,0x5008AD80,860160,36,0x500D2000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1582976,0x00182780,blk_doctorsOffice_int_Props01x,blackwater,"[717.744202, 78.64505, 1361.014404, 5.819581]","[726.353516, 82.675468, 1367.730469, 2.015209]",0x00000007,85,0,205,892928,107,0x500DA000,2462456,0,0x502592F8,,0,,,0,,938688,15,0x500E52C0,1036288,26,0x500FD000,,0,,,768,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1583456,0x00182960,blk_generalBuilding13x,blackwater,"[744.453979, 78.231094, 1376.198975, 6.636558]","[751.739868, 84.092926, 1385.618652, 2.930916]",0x00000007,85,0,205,,0,,2462000,0,0x50259130,,0,,,0,,1695232,1,0x5019DE00,1419376,5,0x5015A870,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1583936,0x00182B40,blk_generalBuilding02x,blackwater,"[742.426697, 78.272583, 1291.117188, 11.859881]","[761.119141, 89.892982, 1299.959473, 4.421143]",0x00000007,85,0,205,,0,,2462492,0,0x5025931C,,0,,,0,,1708256,1,0x501A10E0,1431664,5,0x5015D870,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1584416,0x00182D20,blk_generalBuilding03props01x,blackwater,"[743.405273, 78.455902, 1309.426514, 10.043839]","[759.717896, 84.974594, 1319.169189, 3.259346]",0x00000005,85,0,205,1485888,13,0x5016AC40,2462160,0,0x502591D0,,0,,,0,,1640640,2,0x501908C0,1492672,4,0x5016C6C0,,0,,,21632,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1585152,0x00183000,blk_drugStore01x,blackwater,"[768.939819, 78.235588, 1261.072998, 7.659203]","[780.590698, 84.61956, 1268.698975, 3.191986]",0x00000007,85,0,205,,0,,2462516,0,0x50259334,,0,,,0,,1281824,1,0x50138F20,1429504,5,0x5015D000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1585632,0x001831E0,blk_slumHouse04x,blackwater,"[710.263916, 78.016129, 1407.87085, 8.908862]","[722.998413, 84.340973, 1418.608643, 3.162422]",0x00000007,85,0,205,1874416,1,0x501C99F0,2462680,0,0x502593D8,,0,,,0,,1698656,1,0x5019EB60,1450704,5,0x501622D0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
