internal_path,versions_present,sha1_count,status,version_sha1s,version_sizes,extracted_paths,old_match_statuses,matched_terms 
0x560A49F7\0x01976980,live_strings,1,single_version,live_strings:972bddff12a0ed794fd67760daa26d949ad9d78a,live_strings:614,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01976980.strings.txt,no_reference,string;strings
0x560A49F7\0x01B7D1DF,live_strings,1,single_version,live_strings:d80021ee4cec92035c0a93796c212005c91ea03c,live_strings:810,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01B7D1DF.strings.txt,no_reference,string;strings
0x560A49F7\0x01CA1D6D,live_strings,1,single_version,live_strings:d54cbdbb43ac89f8b051d1061308064957560d77,live_strings:451,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01CA1D6D.strings.txt,no_reference,string;strings
0x560A49F7\0x01CF0588,live_strings,1,single_version,live_strings:894c142be715a4cda0af94a4156755f2989e5cc2,live_strings:26389,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01CF0588.strings.txt,no_reference,string;strings
0x560A49F7\0x01E17A1B,live_strings,1,single_version,live_strings:e73919e6ac1e35e9710546af74c276ae034d40f5,live_strings:10478,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01E17A1B.strings.txt,no_reference,string;strings
0x560A49F7\0x01E380C4,live_strings,1,single_version,live_strings:3b8bbcaf9342165c56589a504d89eb63ebd58295,live_strings:460,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01E380C4.strings.txt,no_reference,string;strings
0x560A49F7\0x01E6C44D,live_strings,1,single_version,live_strings:a6631e77cef5ef80aed1770e9e5e892943ae7757,live_strings:154,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01E6C44D.strings.txt,no_reference,string;strings
0x560A49F7\0x01EA8696,live_strings,1,single_version,live_strings:f394be9d0e63f1743716e771c2de1b004c77ec55,live_strings:938,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01EA8696.strings.txt,no_reference,enemy;string;strings
0x560A49F7\0x01F1744B,live_strings,1,single_version,live_strings:c6c60665dc899ce39bd8f39b2de53d6e672208b4,live_strings:1108,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01F1744B.strings.txt,no_reference,string;strings
0x560A49F7\0x01F30CD8,live_strings,1,single_version,live_strings:51ed9ed2075a5e6a123568faf896e4cc4298d5de,live_strings:14521,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01F30CD8.strings.txt,no_reference,string;strings
0x560A49F7\0x01F94690,live_strings,1,single_version,live_strings:9fa00d2ded1679eb6b9e501aafd83ba529918c84,live_strings:1081,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x01F94690.strings.txt,no_reference,string;strings
0x560A49F7\0x020942F4,live_strings,1,single_version,live_strings:134568eb24fdd34b7525cc90baaee1e63830f6f8,live_strings:232,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x020942F4.strings.txt,no_reference,string;strings
0x560A49F7\0x021044B3,live_strings,1,single_version,live_strings:d11913f0e3ac74fa8ad415a9ac9f88e5f523a89f,live_strings:9561,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x021044B3.strings.txt,no_reference,string;strings
0x560A49F7\0x02259E2E,live_strings,1,single_version,live_strings:220fc54905ae203a5ccf72214216fd973b8306a3,live_strings:2040,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02259E2E.strings.txt,no_reference,string;strings
0x560A49F7\0x022A1131,live_strings,1,single_version,live_strings:e54ef17d9d94fb77642dce0d0617d5710af93336,live_strings:1084,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x022A1131.strings.txt,no_reference,string;strings
0x560A49F7\0x0233B025,live_strings,1,single_version,live_strings:77ee5fbc6255e08591ea9afff50b548f175465ec,live_strings:409,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0233B025.strings.txt,no_reference,string;strings
0x560A49F7\0x02341F3D,live_strings,1,single_version,live_strings:eaa5ebcbf257c2f0100a61d6700318eb8d086e88,live_strings:597,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02341F3D.strings.txt,no_reference,string;strings
0x560A49F7\0x023BC0A8,live_strings,1,single_version,live_strings:917d7bece0478f4964ff5fb339375b3c04566122,live_strings:52236,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x023BC0A8.strings.txt,no_reference,string;strings
0x560A49F7\0x023DA756,live_strings,1,single_version,live_strings:643f2263a7264945de61a438db07e5056db8a32c,live_strings:1293,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x023DA756.strings.txt,no_reference,string;strings
0x560A49F7\0x0250D434,live_strings,1,single_version,live_strings:c9f81d66a3b339b4b49740dff82f210e3968c56b,live_strings:1853,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0250D434.strings.txt,no_reference,string;strings
0x560A49F7\0x0252B63E,live_strings,1,single_version,live_strings:b41a099f34651e96c120adb51ec82bdf6e5ae02c,live_strings:735,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0252B63E.strings.txt,no_reference,string;strings
0x560A49F7\0x025DF533,live_strings,1,single_version,live_strings:f55dc98b13a12db83a392fd8145868c1b02a7a7c,live_strings:1215,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x025DF533.strings.txt,no_reference,string;strings
0x560A49F7\0x0263A63E,live_strings,1,single_version,live_strings:8fdeeff1c7dbeaf28feb6679a8cd7e3dd7a64a25,live_strings:495,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0263A63E.strings.txt,no_reference,string;strings
0x560A49F7\0x026AB859,live_strings,1,single_version,live_strings:5f3b3aba14cc827b65adc6175aa80eb26292c020,live_strings:856,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x026AB859.strings.txt,no_reference,string;strings
0x560A49F7\0x027542CB,live_strings,1,single_version,live_strings:1e766d234d9b6bf53b726ea4d544e31ed47ecd94,live_strings:220,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x027542CB.strings.txt,no_reference,string;strings
0x560A49F7\0x027A451F,live_strings,1,single_version,live_strings:50dac6e5ca3802da1010ff0b71ad5ce554fda5ca,live_strings:1780,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x027A451F.strings.txt,no_reference,string;strings
0x560A49F7\0x0293D47F,live_strings,1,single_version,live_strings:395c69fb005f5bc89266c63ea47b24df2f446d6a,live_strings:687,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0293D47F.strings.txt,no_reference,string;strings
0x560A49F7\0x02A38A80,live_strings,1,single_version,live_strings:6259c046b603700a6479f9e06e3299b93e5829ec,live_strings:8418,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02A38A80.strings.txt,no_reference,string;strings
0x560A49F7\0x02A7BFF0,live_strings,1,single_version,live_strings:e6368453a96d6d8f49682294c2bb1421612a7ded,live_strings:410,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02A7BFF0.strings.txt,no_reference,string;strings
0x560A49F7\0x02AD88E4,live_strings,1,single_version,live_strings:e1f6ef0f6b6a6432c59b9bc8f3d7ab685f414fda,live_strings:10783,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02AD88E4.strings.txt,no_reference,string;strings
0x560A49F7\0x02AE736C,live_strings,1,single_version,live_strings:e150943aef00dc0acd3536cd5b91098cd56664bf,live_strings:1085,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02AE736C.strings.txt,no_reference,string;strings
0x560A49F7\0x02B0B1F3,live_strings,1,single_version,live_strings:5b72cb36c20bff57643ff53bad7fd3cdd9a9ad87,live_strings:1035,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02B0B1F3.strings.txt,no_reference,string;strings
0x560A49F7\0x02B8225C,live_strings,1,single_version,live_strings:a6db96d1d8e55995eed3da95f3c78bd4659df1d4,live_strings:1928,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02B8225C.strings.txt,no_reference,string;strings
0x560A49F7\0x02C0F660,live_strings,1,single_version,live_strings:3fc2503eb1117f0be1bb192bf497ee4193d7f8c8,live_strings:398,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02C0F660.strings.txt,no_reference,string;strings
0x560A49F7\0x02E9A08C,live_strings,1,single_version,live_strings:e357dd7378d31f5eaed712e2df50a03c1a696571,live_strings:12934,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02E9A08C.strings.txt,no_reference,string;strings
0x560A49F7\0x02F148CC,live_strings,1,single_version,live_strings:e1961c28ef6299bf9493eacf2b266dfa44ffd76d,live_strings:813,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x02F148CC.strings.txt,no_reference,string;strings
0x560A49F7\0x030690A6,live_strings,1,single_version,live_strings:73744af17d130af0cb379bb5ca6ab80fe5e9245a,live_strings:601,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x030690A6.strings.txt,no_reference,string;strings
0x560A49F7\0x030CE9E0,live_strings,1,single_version,live_strings:17b9480c9172c79af27d542a2fa2aa5a0d29061a,live_strings:13074,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x030CE9E0.strings.txt,no_reference,string;strings
0x560A49F7\0x030F3CAB,live_strings,1,single_version,live_strings:1e00c4ae44aa3205aa844046d060b4b7b65ebfc1,live_strings:358,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x030F3CAB.strings.txt,no_reference,string;strings
0x560A49F7\0x0314DEA7,live_strings,1,single_version,live_strings:9aab76d577784e0876ce9f0c02059827a7f0cac6,live_strings:814,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0314DEA7.strings.txt,no_reference,string;strings
0x560A49F7\0x0341324F,live_strings,1,single_version,live_strings:56b52c7bae9ae6ab69d205daa195e99ef563a7da,live_strings:242,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0341324F.strings.txt,no_reference,string;strings
0x560A49F7\0x034639E8,live_strings,1,single_version,live_strings:0a5a40cf3a5e66eb8ba6865e7d43efe5ec08e8c9,live_strings:28360,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x034639E8.strings.txt,no_reference,string;strings
0x560A49F7\0x034705C3,live_strings,1,single_version,live_strings:36b6af1bb3fe523859e464a71cb55fa7e34714c3,live_strings:420,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x034705C3.strings.txt,no_reference,string;strings
0x560A49F7\0x035B0DB8,live_strings,1,single_version,live_strings:94a5ce9ffc146b74e549edb8cedfc63bf5550917,live_strings:541,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x035B0DB8.strings.txt,no_reference,string;strings
0x560A49F7\0x0366D6AB,live_strings,1,single_version,live_strings:799a5870e189a7909073afd7c4fc56e58d723a9b,live_strings:11424,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0366D6AB.strings.txt,no_reference,string;strings
0x560A49F7\0x037A5731,live_strings,1,single_version,live_strings:21df005c57d49e6339430a7349c54cbcc2084e52,live_strings:522,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x037A5731.strings.txt,no_reference,string;strings
0x560A49F7\0x037F4BBB,live_strings,1,single_version,live_strings:223f0648a0ced01cdc052530d45451dac6236c17,live_strings:330,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x037F4BBB.strings.txt,no_reference,string;strings
0x560A49F7\0x0380F506,live_strings,1,single_version,live_strings:a5cc5347fdf06c19ddda6b1fbb063f60a87dd894,live_strings:597,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0380F506.strings.txt,no_reference,string;strings
0x560A49F7\0x0383D3BF,live_strings,1,single_version,live_strings:299d80941de53bbfbddcda7dd33325f11a655650,live_strings:139,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0383D3BF.strings.txt,no_reference,string;strings
0x560A49F7\0x038AFBAA,live_strings,1,single_version,live_strings:74966cc422baf1d93195bfdaebad78555928f419,live_strings:358,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x038AFBAA.strings.txt,no_reference,string;strings
0x560A49F7\0x038DC4D0,live_strings,1,single_version,live_strings:d51fcf4ed6226651b68f6fd85de18c3ef292854b,live_strings:136,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x038DC4D0.strings.txt,no_reference,string;strings
0x560A49F7\0x0397D73C,live_strings,1,single_version,live_strings:2f9761920846f6ab66bdd5547ad2d263322bce7e,live_strings:8395,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0397D73C.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x039A0263,live_strings,1,single_version,live_strings:b8017c0d0009fd24a739d6da8c08644c49b183b4,live_strings:758,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x039A0263.strings.txt,no_reference,string;strings
0x560A49F7\0x039A3AC9,live_strings,1,single_version,live_strings:a5e2955d932fb5499fd9c2bb296b85ec4c62b63a,live_strings:25286,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x039A3AC9.strings.txt,no_reference,string;strings
0x560A49F7\0x03B50481,live_strings,1,single_version,live_strings:5166071ca22253504ac183dfb86226385c91c4be,live_strings:10448,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x03B50481.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x03B7E79A,live_strings,1,single_version,live_strings:c32e3572fe34666ba048cbe3793947084e21b919,live_strings:2048,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x03B7E79A.strings.txt,no_reference,string;strings
0x560A49F7\0x03C241EA,live_strings,1,single_version,live_strings:2a415dab06cbab4a64105168fec4405bd443b3e3,live_strings:5895,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x03C241EA.strings.txt,no_reference,string;strings
0x560A49F7\0x03C6D09B,live_strings,1,single_version,live_strings:a447604663e47d8b8f4030e414004db57dda93ab,live_strings:5973,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x03C6D09B.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x03CCACB7,live_strings,1,single_version,live_strings:cdceb8fae621cd96dfbc3286c8e2e7b0e9498c92,live_strings:625,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x03CCACB7.strings.txt,no_reference,string;strings
0x560A49F7\0x03DB1EBD,live_strings,1,single_version,live_strings:c8cff71a24bf3fe20d913a9ed10dbf85beba92b5,live_strings:565,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x03DB1EBD.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x03DC99E7,live_strings,1,single_version,live_strings:0ffdb32605b384af6e32dc15d7ddaff99a52d568,live_strings:158,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x03DC99E7.strings.txt,no_reference,string;strings
0x560A49F7\0x03F8A43F,live_strings,1,single_version,live_strings:2ab7bd231869841ceee48ca52b276f87cd32be9a,live_strings:610,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x03F8A43F.strings.txt,no_reference,string;strings
0x560A49F7\0x043D1B6F,live_strings,1,single_version,live_strings:0e5b5297735d4a44c446cc9366d65fca5eb27c6f,live_strings:432,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x043D1B6F.strings.txt,no_reference,string;strings
0x560A49F7\0x0441E237,live_strings,1,single_version,live_strings:ee84c050763ae048c4bdc1d0197b48910d9b7a6e,live_strings:209,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0441E237.strings.txt,no_reference,string;strings
0x560A49F7\0x04424998,live_strings,1,single_version,live_strings:c215912c6356decfa19cfb98160547b20b8f801b,live_strings:14327,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04424998.strings.txt,no_reference,string;strings
0x560A49F7\0x045EB97C,live_strings,1,single_version,live_strings:2bbaf2a24c9ca8ff37d2e22c7a0d5e90c827112c,live_strings:2326,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x045EB97C.strings.txt,no_reference,string;strings
0x560A49F7\0x0465E1CD,live_strings,1,single_version,live_strings:052648f02d96dbb9e444ae7282f8b1a89e865b6e,live_strings:8683,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0465E1CD.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x046662F9,live_strings,1,single_version,live_strings:e341e88b42ca223b9964d034c96a62fed64a9fef,live_strings:1295,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x046662F9.strings.txt,no_reference,string;strings
0x560A49F7\0x046C4054,live_strings,1,single_version,live_strings:05558542aa715aaec24179e3a992207823c915cc,live_strings:363,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x046C4054.strings.txt,no_reference,string;strings
0x560A49F7\0x046D7CB9,live_strings,1,single_version,live_strings:304edef800b31835173b874da5f5280a9cf59bf8,live_strings:332,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x046D7CB9.strings.txt,no_reference,string;strings
0x560A49F7\0x0480695C,live_strings,1,single_version,live_strings:da696213de643137a22f1cb5d3c3153a49a59996,live_strings:371,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0480695C.strings.txt,no_reference,string;strings
0x560A49F7\0x049B5E87,live_strings,1,single_version,live_strings:bd72c2f4fa8f9dd2de78398bc3b5866ce0ca4f03,live_strings:864,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x049B5E87.strings.txt,no_reference,string;strings
0x560A49F7\0x04A749F6,live_strings,1,single_version,live_strings:4a2802af4d76b8352366b871bffa4eafcd97f39c,live_strings:337,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04A749F6.strings.txt,no_reference,string;strings
0x560A49F7\0x04AA317D,live_strings,1,single_version,live_strings:82b432f6c838f6b02b937f38d55f00384374d73a,live_strings:229,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04AA317D.strings.txt,no_reference,string;strings
0x560A49F7\0x04B2D37D,live_strings,1,single_version,live_strings:fa1e342b1346ea5526f1232232909820af595aac,live_strings:1662,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04B2D37D.strings.txt,no_reference,string;strings
0x560A49F7\0x04B4D757,live_strings,1,single_version,live_strings:5a55e423dd893cca628ff5d8c104478b062bb806,live_strings:269,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04B4D757.strings.txt,no_reference,string;strings
0x560A49F7\0x04B8B6C4,live_strings,1,single_version,live_strings:7464cfff85163e640d91109e574ff1dd43c3a5a9,live_strings:803,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04B8B6C4.strings.txt,no_reference,string;strings
0x560A49F7\0x04B8E350,live_strings,1,single_version,live_strings:4ab9554434b8d2af74f858df946527c6a3f3d847,live_strings:8283,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04B8E350.strings.txt,no_reference,string;strings
0x560A49F7\0x04C07A5B,live_strings,1,single_version,live_strings:4c831285c84a01ff457be5a3b91f4ee2b7108175,live_strings:616,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04C07A5B.strings.txt,no_reference,string;strings
0x560A49F7\0x04C8BB0A,live_strings,1,single_version,live_strings:98eed63415bb852914fffd701734e4987ad7527d,live_strings:1028,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04C8BB0A.strings.txt,no_reference,string;strings
0x560A49F7\0x04CDEC62,live_strings,1,single_version,live_strings:2b614f3935c02d02e9f66af682c61c3e3dade69c,live_strings:4517,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04CDEC62.strings.txt,no_reference,string;strings
0x560A49F7\0x04CFB734,live_strings,1,single_version,live_strings:774628bb45e82b1091ed3a6654e31b3542ed8186,live_strings:482,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04CFB734.strings.txt,no_reference,string;strings
0x560A49F7\0x04D4D6C9,live_strings,1,single_version,live_strings:c1c3deeb3c8c218dd9d8056fd3b249a4964b2eed,live_strings:479,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04D4D6C9.strings.txt,no_reference,string;strings
0x560A49F7\0x04D937A7,live_strings,1,single_version,live_strings:df88a77a01020e1c9abdb7b3b37edf12b64d6d6b,live_strings:1349,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04D937A7.strings.txt,no_reference,string;strings
0x560A49F7\0x04DC42A7,live_strings,1,single_version,live_strings:966c03fb837636a4de7d526c9f3ef2ee59fe6639,live_strings:1031,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04DC42A7.strings.txt,no_reference,string;strings
0x560A49F7\0x04E16A9E,live_strings,1,single_version,live_strings:066421d04cc10c95293c1064adb62e8aa72f19ab,live_strings:785,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04E16A9E.strings.txt,no_reference,string;strings
0x560A49F7\0x04E51FA2,live_strings,1,single_version,live_strings:44f136ca2f70786b723ae0c0ca119c64ed621940,live_strings:817,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04E51FA2.strings.txt,no_reference,string;strings
0x560A49F7\0x04EF0D6E,live_strings,1,single_version,live_strings:578ed2fdfe111697e0c0339e70ffdcd4c33e0e7d,live_strings:660,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04EF0D6E.strings.txt,no_reference,string;strings
0x560A49F7\0x04F457BF,live_strings,1,single_version,live_strings:9eb0bbe0c1892e78e5ab0182d6a0b84fde4cb1ce,live_strings:317850,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04F457BF.strings.txt,no_reference,string;strings;wagon
0x560A49F7\0x04FAD925,live_strings,1,single_version,live_strings:af60c1a4d5c9914e1207d2779816afbffb6ca677,live_strings:54575,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x04FAD925.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x0502E80B,live_strings,1,single_version,live_strings:e9d66d6fa4dfa9eb50be9e9ffbfeb574baf4f603,live_strings:10534,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0502E80B.strings.txt,no_reference,string;strings
0x560A49F7\0x050AD263,live_strings,1,single_version,live_strings:7a1299bfbcf3ee99d06dcfb4331b7b7f4ea1b09d,live_strings:1383,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x050AD263.strings.txt,no_reference,string;strings
0x560A49F7\0x0510D58C,live_strings,1,single_version,live_strings:5766698800c1e98b7ecdba5a5fc01c1b0d4ce5d9,live_strings:230,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x0510D58C.strings.txt,no_reference,string;strings
