comp_id,offset_hex,ptr_hex,script_name,gringo_name,query_name,child_count,instanced_count,activation_radius,instance_slot_count,critical,large_script,maintain_state,vehicleish,parent_chain
1216,0x3FB60,0x5003FB60,content\scripting\gringo\CommonScripts\Ranch_Camp07_gringo,,,0,0,175.0,0,False,False,False,False,
1217,0x43194,0x50043194,content\scripting\gringo\CommonScripts\Door_Locked,,,1,4,0.0,4,False,False,True,False,
1221,0x40D5C,0x50040D5C,content\scripting\gringo\GringoBrains\SmallBrainScripts\Drunk_Small_Brain,,,3,0,2147483648.0,0,True,False,True,False,
1225,0x428AC,0x500428AC,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,,,1,4,0.0,4,False,False,True,False,
1229,0x43D28,0x50043D28,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1233,0x40688,0x50040688,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
1241,0x47B80,0x50047B80,content\scripting\gringo\CommonScripts\GenericGringo,,,2,10,0.0,10,False,False,True,False,
1252,0x49470,0x50049470,content\scripting\gringo\MultistageGringo\Multistage_MoveBox,,,1,6,50.0,6,False,False,True,False,
1256,0x4C780,0x5004C780,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,False,False,
1260,0x3F310,0x5003F310,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1264,0x3ED6C,0x5003ED6C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1268,0x41008,0x50041008,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
1272,0x42E9C,0x50042E9C,content\scripting\gringo\CommonScripts\GenericGringo,,,4,15,0.0,15,True,False,True,False,
1288,0x42568,0x50042568,content\scripting\gringo\CommonScripts\GenericGringo,,,1,13,0.0,13,False,False,True,False,
1306,0x48208,0x50048208,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1311,0x432C4,0x500432C4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
1320,0x444E0,0x500444E0,content\scripting\gringo\CommonScripts\DestroyOnUse,,,1,5,0.0,5,False,False,True,False,
1326,0x3D560,0x5003D560,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1333,0x41B50,0x50041B50,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,,,1,4,0.0,4,False,False,True,False,
1337,0x46F54,0x50046F54,content\scripting\gringo\ItemScripts\Newspaper,,,3,1,0.0,1,False,False,True,False,
1341,0x3E224,0x5003E224,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1347,0x3D6DC,0x5003D6DC,content\scripting\gringo\CommonScripts\lean_rail,,,1,3,0.0,3,False,False,True,False,
1351,0x4B5FC,0x5004B5FC,content\scripting\gringo\CommonScripts\lean_rail,,,1,5,0.0,5,False,False,True,False,
1356,0x429DC,0x500429DC,content\scripting\gringo\CommonScripts\GenericGringo,,,3,9,0.0,9,False,False,True,False,
1366,0x4147C,0x5004147C,content\scripting\gringo\CommonScripts\HandoffGringoAttach,,,1,3,0.0,3,False,False,True,True,
1370,0x4679C,0x5004679C,content\scripting\gringo\CommonScripts\NoCameraGringo,,,2,5,0.0,5,False,False,True,False,
1377,0x49DA4,0x50049DA4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1381,0x45C54,0x50045C54,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
1388,0x41690,0x50041690,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,,,1,4,0.0,4,False,False,True,False,
1392,0x43A30,0x50043A30,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
1396,0x3C850,0x5003C850,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
1400,0x41A6C,0x50041A6C,content\scripting\gringo\CommonScripts\Player_ChairLook,,,1,3,10.0,3,False,False,False,False,
1405,0x489C0,0x500489C0,content\scripting\gringo\ItemScripts\Newspaper,,,3,1,0.0,1,False,False,True,False,
1409,0x3DA6C,0x5003DA6C,content\scripting\gringo\CommonScripts\Player_ChairLook,,,2,7,0.0,7,False,False,True,False,
1418,0x4AF28,0x5004AF28,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.5,3,False,False,True,False,
1422,0x3DE94,0x5003DE94,content\scripting\gringo\CommonScripts\Sliding_Gate,,,5,22,10.0,22,False,False,True,False,
1440,0x4AF74,0x5004AF74,content\scripting\gringo\CommonScripts\GenericGringo,,,1,7,0.0,7,False,False,True,False,
1450,0x42990,0x50042990,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1456,0x47A04,0x50047A04,content\scripting\gringo\ItemScripts\Horse_Deed,,,1,0,0.0,0,False,False,True,False,
1458,0x3FAC8,0x5003FAC8,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,,,7,7,9.999999843067494e+16,7,True,False,True,False,
1468,0x479B8,0x500479B8,content\scripting\gringo\ItemScripts\Horse_Deed,,,1,0,0.0,0,False,False,True,False,
1470,0x459F4,0x500459F4,content\scripting\gringo\CommonScripts\CutFreePot_gringo,,,1,5,0.0,5,False,False,True,False,
1475,0x4B058,0x5004B058,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,True,False,True,False,
1482,0x43784,0x50043784,content\scripting\gringo\CommonScripts\playerCamp01_gringo,,,1,1,200.0,1,False,False,False,False,
1484,0x491C4,0x500491C4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1489,0x464F0,0x500464F0,content\scripting\gringo\CommonScripts\stand_sellPaper,,,1,11,50.0,11,False,False,True,False,
1503,0x40428,0x50040428,content\scripting\gringo\CommonScripts\GenericGringo,,,1,7,0.0,7,False,False,True,False,
1511,0x427C8,0x500427C8,content\scripting\gringo\CommonScripts\GenericGringo,,,2,8,0.0,8,False,False,True,False,
1520,0x44610,0x50044610,content\scripting\gringo\MultistageGringo\GenericMultistageGringo,,,1,6,50.0,6,False,False,True,False,
1525,0x40AFC,0x50040AFC,content\scripting\gringo\CommonScripts\GenericGringo,,,2,8,0.0,8,False,False,True,False,
1536,0x4841C,0x5004841C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1540,0x4CA2C,0x5004CA2C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1544,0x4A42C,0x5004A42C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1549,0x466B8,0x500466B8,content\scripting\gringo\CommonScripts\TurretAttachMover,,,4,16,0.0,16,False,False,True,False,
1566,0x493D8,0x500493D8,content\scripting\gringo\CommonScripts\GenericGringo,,,2,6,0.0,6,False,False,True,False,
1573,0x46CF4,0x50046CF4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
1577,0x4A4C4,0x5004A4C4,content\scripting\gringo\CommonScripts\trainCarSteamer_gringo,,,0,0,200.0,0,False,False,True,True,
1578,0x409CC,0x500409CC,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
1587,0x482EC,0x500482EC,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1592,0x44870,0x50044870,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,True,False,True,False,
1597,0x48714,0x50048714,content\scripting\gringo\CommonScripts\Fake_Poker,,,5,26,0.0,26,False,False,True,False,
1619,0x4A984,0x5004A984,content\scripting\gringo\CommonScripts\Mex_BeatingDanger,,,1,5,0.0,5,False,False,True,False,
1628,0x3C390,0x5003C390,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,,,7,9,2147483648.0,9,True,False,True,False,
1638,0x3FEA4,0x5003FEA4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1642,0x4AC7C,0x5004AC7C,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,,,7,9,2147483648.0,9,True,False,True,False,
1652,0x3F570,0x5003F570,content\scripting\gringo\CommonScripts\TrainGringo.sc,,,1,3,20.0,3,False,False,True,True,
1656,0x41E48,0x50041E48,content\scripting\gringo\CommonScripts\GenericGringo,,,2,6,0.0,6,False,False,True,False,
1663,0x42CD4,0x50042CD4,content\scripting\gringo\CommonScripts\OldWinch_gringo,,,2,8,112.0,8,False,False,True,False,
1672,0x49BDC,0x50049BDC,content\scripting\gringo\CommonScripts\trainCarBox03_gringo,,,0,0,200.0,0,False,False,True,True,
1673,0x49554,0x50049554,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,,,7,9,2147483648.0,9,True,False,True,False,
1683,0x3E484,0x5003E484,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1687,0x3F6A0,0x5003F6A0,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1693,0x3CDF4,0x5003CDF4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1697,0x4B648,0x5004B648,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1705,0x40720,0x50040720,content\scripting\gringo\CommonScripts\Player_OpenHouseholdItem,,,1,2,0.0,2,False,False,True,False,
1710,0x3E814,0x5003E814,content\scripting\gringo\CommonScripts\gun_giveaway_pistol,,,1,6,0.0,6,False,False,True,False,
1719,0x4D574,0x5004D574,content\scripting\gringo\CommonScripts\CampfireIndian_gringo,,,0,0,175.0,0,False,False,True,False,
1720,0x42A74,0x50042A74,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,True,False,True,False,
1727,0x4322C,0x5004322C,content\scripting\gringo\CommonScripts\Gun_giveaway_rifle,,,1,7,0.0,7,False,False,True,False,
1737,0x447D8,0x500447D8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
1746,0x3C000,0x5003C000,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1754,0x40000,0x50040000,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1759,0x3D728,0x5003D728,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
1763,0x4971C,0x5004971C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1769,0x4C014,0x5004C014,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
1773,0x3E8AC,0x5003E8AC,content\scripting\gringo\CommonScripts\Home02Son_Camp01_gringo,,,0,0,175.0,0,False,False,False,False,
1774,0x41644,0x50041644,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,True,False,True,False,
1779,0x41BE8,0x50041BE8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1786,0x3D21C,0x5003D21C,content\scripting\gringo\CommonScripts\Grave_Camp01_gringo,,,0,0,175.0,0,False,False,False,False,
1787,0x4808C,0x5004808C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1791,0x4CB5C,0x5004CB5C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,7,0.0,7,True,False,True,False,
1799,0x46E24,0x50046E24,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1805,0x4B85C,0x5004B85C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1809,0x44494,0x50044494,content\scripting\gringo\CommonScripts\GenericGringo,,,1,11,0.0,11,False,False,True,False,
1824,0x3E0A8,0x5003E0A8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1829,0x3ED20,0x5003ED20,content\scripting\gringo\GringoBrains\GringoBrainScripts\companion_brain,,,7,7,2147483648.0,7,True,False,True,False,
1839,0x43C44,0x50043C44,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1843,0x49AAC,0x50049AAC,content\scripting\gringo\CommonScripts\TrainSitGringo,,,2,7,0.0,7,False,False,True,True,
1852,0x4A264,0x5004A264,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1857,0x45A40,0x50045A40,content\scripting\gringo\CommonScripts\Gringo_NoCamera,,,1,3,0.0,3,False,False,True,False,
1861,0x4BB54,0x5004BB54,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1866,0x3DBE8,0x5003DBE8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1871,0x445C4,0x500445C4,content\scripting\gringo\CommonScripts\Player_Treasure,,,1,4,75.0,4,False,False,True,False,
1876,0x456B0,0x500456B0,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1882,0x451F0,0x500451F0,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1886,0x3C474,0x5003C474,content\scripting\gringo\CommonScripts\horseHitching,,,1,3,0.0,3,False,False,True,False,
1891,0x3DE48,0x5003DE48,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1895,0x4A6D8,0x5004A6D8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1903,0x47330,0x50047330,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
1911,0x47460,0x50047460,content\scripting\gringo\ItemScripts\Newspaper,,,3,1,0.0,1,False,False,True,False,
1915,0x3E3A0,0x5003E3A0,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1920,0x44FDC,0x50044FDC,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1925,0x4D27C,0x5004D27C,content\scripting\gringo\CommonScripts\MexArmy_Camp02_gringo,,,0,0,175.0,0,False,False,False,False,
1926,0x3CD10,0x5003CD10,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
1934,0x3EFCC,0x5003EFCC,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
1943,0x41514,0x50041514,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1947,0x40DF4,0x50040DF4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1952,0x4CDBC,0x5004CDBC,content\scripting\gringo\CommonScripts\Player_DropDynamite,,,1,5,3.0,5,False,False,True,False,
1958,0x41B9C,0x50041B9C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
1962,0x3C098,0x5003C098,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1969,0x3C0E4,0x5003C0E4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,10.0,4,False,False,False,False,
1971,0x3FB14,0x5003FB14,content\scripting\gringo\CommonScripts\MP_Rig_Tnt,,,2,14,0.0,14,False,False,True,False,
1984,0x3DB50,0x5003DB50,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
1990,0x3FDC0,0x5003FDC0,content\scripting\gringo\CommonScripts\PickUpHogtiedGringo,,,6,17,0.0,17,True,False,True,False,
2007,0x4251C,0x5004251C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2011,0x3FD74,0x5003FD74,content\scripting\gringo\CommonScripts\GenericGringo,,,1,7,0.0,7,False,False,True,False,
2019,0x4CBA8,0x5004CBA8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2024,0x483D0,0x500483D0,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,,,7,9,2147483648.0,9,True,False,True,False,
2034,0x464A4,0x500464A4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2039,0x458C4,0x500458C4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2044,0x3E600,0x5003E600,content\scripting\gringo\CommonScripts\Home02Wife_Camp02_gringo,,,0,0,175.0,0,False,False,False,False,
2045,0x3CCC4,0x5003CCC4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2051,0x49800,0x50049800,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2057,0x45320,0x50045320,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2065,0x44A84,0x50044A84,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2070,0x3E5B4,0x5003E5B4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,False,False,
2075,0x4607C,0x5004607C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2079,0x4BE98,0x5004BE98,content\scripting\gringo\CommonScripts\GenericGringo,,,2,6,0.0,6,True,False,True,False,
2086,0x4A134,0x5004A134,content\scripting\gringo\CommonScripts\trainCarCattle_gringo,,,0,0,200.0,0,False,False,True,True,
2087,0x485E4,0x500485E4,content\scripting\gringo\ItemScripts\Explorers_Map,,,1,0,0.0,0,False,False,True,False,
2089,0x4406C,0x5004406C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2094,0x4B434,0x5004B434,content\scripting\gringo\CommonScripts\GenericGringo,,,2,6,0.0,6,False,False,True,False,
2101,0x4D2C8,0x5004D2C8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2106,0x3FE58,0x5003FE58,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2112,0x4AE90,0x5004AE90,content\scripting\gringo\CommonScripts\GenericGringo,,,1,8,0.0,8,False,False,True,False,
2123,0x467E8,0x500467E8,content\scripting\gringo\CommonScripts\TurretAttachMover,,,1,5,0.0,5,False,False,True,False,
2129,0x41EE0,0x50041EE0,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2134,0x4465C,0x5004465C,content\scripting\gringo\CommonScripts\map_on_ground,,,1,3,10.0,3,False,False,False,False,
2139,0x4CAC4,0x5004CAC4,content\scripting\gringo\CommonScripts\Player_Detonator,,,1,3,0.800000011920929,3,False,False,True,False,
2144,0x44EF8,0x50044EF8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,False,False,
2149,0x48DE8,0x50048DE8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2155,0x4A004,0x5004A004,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2160,0x46FEC,0x50046FEC,content\scripting\gringo\ItemScripts\Outfit_Scrap,,,1,0,0.0,0,False,False,True,False,
2162,0x42A28,0x50042A28,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
2171,0x3EC88,0x5003EC88,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2175,0x47628,0x50047628,content\scripting\gringo\CommonScripts\Player_OpenHouseholdItem,,,1,2,0.0,2,False,False,True,False,
2180,0x3D300,0x5003D300,content\scripting\gringo\CommonScripts\MexArmy_Camp04_gringo,,,0,0,175.0,0,False,False,False,False,
2181,0x3D47C,0x5003D47C,content\scripting\gringo\CommonScripts\MissionEnd_MarstonSmoke,,,1,4,0.0,4,False,False,True,False,
2187,0x428F8,0x500428F8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,7,0.0,7,False,False,True,False,
2195,0x438B4,0x500438B4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
2199,0x412B4,0x500412B4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
2206,0x49AF8,0x50049AF8,content\scripting\gringo\CommonScripts\trainCarBox02_gringo,,,0,0,200.0,0,False,False,True,True,
2207,0x3F440,0x5003F440,content\scripting\gringo\CommonScripts\Prostitute_behavior,,,1,3,10.0,3,True,False,False,False,
2216,0x40C2C,0x50040C2C,content\scripting\gringo\GringoBrains\GringoBrainScripts\companion_brain,,,7,7,2147483648.0,7,True,False,True,False,
2226,0x48F64,0x50048F64,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2232,0x3D93C,0x5003D93C,content\scripting\gringo\CommonScripts\Vehicle_Generator,,,2,0,200.0,0,False,False,False,True,
2235,0x44B1C,0x50044B1C,content\scripting\gringo\CommonScripts\GenericGringo,,,2,8,0.0,8,False,False,True,False,
2244,0x3E4D0,0x5003E4D0,content\scripting\gringo\CommonScripts\Player_OpenHouseholdItem,,,1,2,0.0,2,False,False,True,False,
2249,0x47FF4,0x50047FF4,content\scripting\gringo\ItemScripts\Horse_Deed,,,1,0,0.0,0,False,False,True,False,
2251,0x3D398,0x5003D398,content\scripting\gringo\CommonScripts\car_gringo,,,0,0,200.0,0,True,False,True,True,
2252,0x3E010,0x5003E010,content\scripting\gringo\CommonScripts\GenericGringo,,,3,17,0.0,17,False,False,True,False,
2275,0x478D4,0x500478D4,content\scripting\gringo\CommonScripts\GenericGringo,,,3,11,0.0,11,False,False,True,False,
2285,0x3F8B4,0x5003F8B4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,7,0.0,7,True,False,True,False,
2293,0x3DDB0,0x5003DDB0,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
2297,0x4CC40,0x5004CC40,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2303,0x48FFC,0x50048FFC,content\scripting\gringo\CommonScripts\LocatorAttachEngineer,,,1,3,0.0,3,False,False,True,False,
2307,0x3BFB4,0x5003BFB4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2314,0x413E4,0x500413E4,content\scripting\gringo\CommonScripts\LockpickAmbientFootlocker,,,1,9,10.0,9,False,False,True,False,
2319,0x4063C,0x5004063C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2325,0x403DC,0x500403DC,content\scripting\gringo\CommonScripts\LockpickSafeGeneric,,,1,7,10.0,7,False,False,True,False,
2330,0x450C0,0x500450C0,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2335,0x44318,0x50044318,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2340,0x3BE38,0x5003BE38,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
2346,0x46620,0x50046620,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2352,0x3FC90,0x5003FC90,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2356,0x496D0,0x500496D0,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2364,0x430FC,0x500430FC,content\scripting\gringo\CommonScripts\GenericGringo,,,1,8,0.0,8,True,False,True,False,
2373,0x40C78,0x50040C78,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
2377,0x492F4,0x500492F4,content\scripting\gringo\CommonScripts\Animal_Eating,,,4,8,0.0,8,False,False,True,False,
2390,0x47888,0x50047888,content\scripting\gringo\ItemScripts\Horse_Deed,,,1,0,0.0,0,False,False,True,False,
2392,0x48AA4,0x50048AA4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2396,0x4D4DC,0x5004D4DC,content\scripting\gringo\CommonScripts\CampfireIndian_bad_gringo,,,0,0,175.0,0,False,False,True,False,
2397,0x40F24,0x50040F24,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2402,0x487AC,0x500487AC,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2407,0x41138,0x50041138,content\scripting\gringo\CommonScripts\GenericGringo,,,1,7,0.0,7,False,False,True,False,
2415,0x44BB4,0x50044BB4,content\scripting\gringo\CommonScripts\BartendGringo,,,1,8,0.0,8,False,False,True,False,
2424,0x4B940,0x5004B940,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,10.0,3,False,False,False,False,
2430,0x3E568,0x5003E568,content\scripting\gringo\CommonScripts\Home02Wife_Camp03_gringo,,,0,0,175.0,0,False,False,False,False,
2431,0x45BBC,0x50045BBC,content\scripting\gringo\CommonScripts\GraveRobber_Camp02_gringo,,,0,0,175.0,0,False,True,False,False,
2432,0x4AD14,0x5004AD14,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2438,0x47200,0x50047200,content\scripting\gringo\ItemScripts\Outfit_Scrap,,,1,0,0.0,0,False,False,True,False,
2440,0x40ED8,0x50040ED8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2446,0x4CFD0,0x5004CFD0,content\scripting\gringo\CommonScripts\Campfire03_bad_gringo,,,0,0,175.0,0,False,False,False,False,
2447,0x44F90,0x50044F90,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2451,0x3F22C,0x5003F22C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,16,0.0,16,False,False,True,False,
2473,0x4984C,0x5004984C,content\scripting\gringo\CommonScripts\Chair_weaponkill,,,2,14,0.0,14,False,False,True,False,
2490,0x47414,0x50047414,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2495,0x3D2B4,0x5003D2B4,content\scripting\gringo\CommonScripts\item_bait,,,1,4,0.0,4,False,False,True,False,
2501,0x4AD60,0x5004AD60,content\scripting\gringo\CommonScripts\GenericGringo,,,2,8,0.0,8,False,False,True,False,
2512,0x3E18C,0x5003E18C,content\scripting\gringo\CommonScripts\GenericGringo,,,1,2,0.0,2,False,False,True,False,
2516,0x3CED8,0x5003CED8,content\scripting\gringo\CommonScripts\GenericGringo,,,1,5,0.0,5,False,False,True,False,
2522,0x3D9D4,0x5003D9D4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.25,4,False,False,True,False,
2527,0x4ABE4,0x5004ABE4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2532,0x3D1D0,0x5003D1D0,content\scripting\gringo\CommonScripts\GenericGringo,,,1,6,0.0,6,False,False,True,False,
2541,0x4ADAC,0x5004ADAC,content\scripting\gringo\CommonScripts\GenericGringo,,,1,3,0.0,3,False,False,True,False,
2545,0x46964,0x50046964,content\scripting\gringo\CommonScripts\MP_ignite_bomb,,,1,4,0.0,4,False,False,True,False,
2550,0x44E14,0x50044E14,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
2555,0x426E4,0x500426E4,content\scripting\gringo\CommonScripts\GenericGringo,,,1,4,0.0,4,False,False,True,False,
